Scientifc_name,Status,Senior_Junior_synonym,Combination
"Astyanax symmetricus Eigenmann, 1908",accepted,senior,original
"Astyanax novae Eigenmann, 1911",accepted,senior,change in rank
"Astyanax bimaculatus novae Eigenmann, 1911",synonym,senior,original
"Astyanax paranahybae Eigenmann, 1911",accepted,senior,original
"Astyanax robustus Meek, 1912",accepted,senior,original
"Astyanax aurocaudatus Eigenmann, 1913",accepted,senior,original
"Astyanax filiferus (Eigenmann, 1913)",accepted,senior,new
"Zygogaster filiferus Eigenmann, 1913",synonym,senior,original
"Astyanax microlepis Eigenmann, 1913",accepted,senior,original
"Astyanax ruberrimus Eigenmann, 1913",accepted,senior,original
"Astyanax rupununi Fowler, 1914",accepted,senior,original
"Astyanax fasslii (Steindachner, 1915)",accepted,senior,new
"Tetragonopterus fasslii Steindachner, 1915",synonym,senior,original
"Astyanax magdalenae Eigenmann & Henn, 1916",accepted,senior,original
"Astyanax paraguayensis (Fowler, 1918)",accepted,senior,new
"Bertoniolus paraguayensis Fowler, 1918",synonym,senior,original
"Astyanax multidens (Pearson, 1924)",accepted,senior,new
"Astyanacinus multidens Pearson, 1924",synonym,senior,original
"Astyanax bopiensis Ruiz-C., Román-Valencia, Taphorn, Buckup & Ortega 2018",synonym,other,original
"Astyanax scintillans Myers, 1928",accepted,senior,original
"Astyanax integer Myers, 1930",accepted,senior,original
"Astyanax poetzschkei Ahl, 1932",accepted,senior,original
"Astyanax altior Hubbs, 1936",accepted,senior,change in rank
"Astyanax fasciatus altior Hubbs, 1936",synonym,senior,original
"Astyanax jordani (Hubbs & Innes, 1936)",accepted,senior,new
"Anoptichthys jordani Hubbs & Innes, 1936",synonym,senior,original
"Anoptichthys antrobius Álvarez, 1946",synonym,junior,original
"Anoptichthys hubbsi Álvarez, 1947",synonym,junior,original
"Astyanax kompi Hildebrand, 1938",accepted,senior,original
"Astyanax superbus Myers, 1942",accepted,senior,original
"Astyanax chaparae Fowler, 1943",accepted,senior,original
"Astyanax gisleni Dahl, 1943",accepted,senior,original
"Astyanax goyanensis (Miranda Ribeiro, 1944)",accepted,senior,new
"Astyanacinus goyanensis Miranda Ribeiro, 1944",synonym,senior,original
"Astyanax megaspilura Fowler, 1944",accepted,senior,original
"Astyanax venezuelae Schultz, 1944",accepted,senior,original
"Astyanax myersi (Fernández-Yépez, 1950)",accepted,senior,new
"Poecilurichthys myersi Fernández-Yépez, 1950",synonym,senior,original
"Astyanax saltor Travassos, 1960",accepted,senior,original
"Astyanax kennedyi Géry, 1964",accepted,senior,original
"Astyanax dorioni (Rosen, 1970)",accepted,senior,new
"Bramocharax bransfordi dorioni Rosen, 1970",synonym,senior,original
"Astyanax trierythropterus Godoy, 1970",accepted,senior,original
"Astyanax asuncionensis Géry, 1972",accepted,senior,change in rank
"Astyanax bimaculatus asuncionensis Géry, 1972",synonym,senior,original
"Astyanax bimaculatus paraguayensis Eigenmann, 1921",ambiguous,other,original
"Astyanax baileyi (Rosen, 1972)",accepted,senior,new
"Bramocharax baileyi Rosen, 1972",synonym,senior,original
"Astyanax caballeroi (Contreras-Balderas & Rivera-Teillery, 1985)",accepted,senior,new
"Bramocharax caballeroi Contreras-Balderas & Rivera-Teillery, 1985",synonym,senior,original
"Astyanax leopoldi Géry, Planquette & Le Bail, 1988",accepted,senior,original
"Astyanax validus Géry, Planquette & Le Bail, 1991",accepted,senior,original
"Astyanax kullanderi Costa, 1995",accepted,senior,original
"Astyanax maculisquamis Garutti & Britski, 1997",accepted,senior,original
"Astyanax unitaeniatus Garutti, 1998",accepted,senior,original
"Astyanax argyrimarginatus Garutti, 1999",accepted,senior,original
"Astyanax villwocki Zarske & Géry, 1999",accepted,senior,original
"Astyanax altiparanae Garutti & Britski, 2000",accepted,senior,original
"Astyanax brachypterygium Bertaco & Malabarba, 2001",accepted,senior,original
"Astyanax cremnobates Bertaco & Malabarba, 2001",accepted,senior,original
"Astyanax clavitaeniatus Garutti, 2003",accepted,senior,original
"Astyanax siapae Garutti, 2003",accepted,senior,original
"Astyanax turmalinensis Triques, Vono & Caiafa, 2003",accepted,senior,original
"Astyanax biotae Castro & Vari, 2004",accepted,senior,original
"Astyanax dnophos Lima & Zuanon, 2004",accepted,senior,original
"Astyanax elachylepis Bertaco & Lucinda, 2005",accepted,senior,original
"Astyanax totae Ferreira Haluch & Abilhoa, 2005",accepted,senior,original
"Astyanax aramburui Protogino, Miquelarena & López, 2006",accepted,senior,original
"Astyanax henseli de Melo & Buckup, 2006",accepted,senior,original
"Tetragonopterus aeneus Hensel, 1870",ambiguous,homonym,original
"Astyanax microschemos Bertaco & Lucena, 2006",accepted,senior,original
"Astyanax utiariti Bertaco & Garutti, 2007",accepted,senior,original
"Astyanax varzeae Abilhoa & Duboc, 2007",accepted,senior,original
"Astyanax cocibolca Bussing, 2008",accepted,senior,original
"Astyanax epiagos Zanata & Camelier, 2008",accepted,senior,original
"Astyanax jacobinae Zanata & Camelier, 2008",accepted,senior,original
"Astyanax jordanensis Vera Alcaraz, Pavanelli & Bertaco, 2009",accepted,senior,original
"Astyanax vermilion Zanata & Camelier, 2009",accepted,senior,original
"Astyanax courensis Bertaco, Carvalho & Jerep, 2010",accepted,senior,original
"Astyanax dissimilis Garavello & Sampaio, 2010",accepted,senior,original
"Astyanax longirhinus Garavello & Sampaio, 2010",accepted,senior,original
"Astyanax minor Garavello & Sampaio, 2010",accepted,senior,original
"Astyanax serratus Garavello & Sampaio, 2010",accepted,senior,original
"Astyanax pirapuan Tagliacollo, Britzke, Silva & Benine, 2011",accepted,senior,original
"Astyanax yariguies (Torres-Mejia, Hernández & Senechal, 2012)",accepted,senior,new
"Astyanacinus yariguies Torres-Mejia, Hernández & Senechal, 2012",synonym,senior,original
"Astyanax guaricana Oliveira, Abilhoa & Pavanelli, 2013",accepted,senior,original
"Astyanax pirabitira Lucena, Bertaco & Berbigier, 2013",accepted,senior,original
"Astyanax procerus Lucena, Castro & Bertaco, 2013",accepted,senior,original
"Astyanax douradilho Bertaco, 2014",accepted,senior,original
"Astyanax eremus Ingenito & Duboc, 2014",accepted,senior,original
"Astyanax bagual Bertaco & Vigo, 2015",accepted,senior,original
"Astyanax acatlanensis Schmitter-Soto, 2017",accepted,senior,original
"Astyanax bacalarensis Schmitter-Soto, 2017",accepted,senior,original
"Astyanax cubilhuitz Schmitter-Soto, 2017",accepted,senior,original
"Astyanax joaovitori Oliveira, Pavanelli & Bertaco, 2017",accepted,senior,original
"Astyanax macal Schmitter-Soto, 2017",accepted,senior,original
"Astyanax ocotal Valdez-Moreno, Rodiles-Hernández & Schmitter-Soto, 2017",accepted,senior,original
"Astyanax rioverde Lozano-Vilano & Schmitter-Soto, 2017",accepted,senior,original
"Astyanax salvatoris Valdez-Moreno, Lozano-Vilano & Schmitter-Soto, 2017",accepted,senior,original
"Astyanax tamiahua Schmitter-Soto, 2017",accepted,senior,original
"Astyanax tehuacanensis Schmitter-Soto, 2017",accepted,senior,original
"Astyanax boliviensis Ruiz-C., Román-Valencia, Taphorn, Buckup & Ortega, 2018",accepted,senior,original
"Astyanax embera Ruiz-C., Román-Valencia, Taphorn, Buckup & Ortega, 2018",accepted,senior,original
"Astyanax gandhiae Ruiz-C., Román-Valencia, Taphorn, Buckup & Ortega, 2018",accepted,senior,original
"Astyanax keronolepis Silva, Malabarba & Malabarba, 2019",accepted,senior,original
"Astyanax pardensis Salgado, 2021",accepted,senior,original
"Hemigrammus unilineatus (Gill, 1858)",accepted,senior,new
"Poecilurichthys unilineatus Gill, 1858",synonym,senior,original
"Hemigrammus unilineatus cayennensis Géry, 1959",synonym,junior,original
"Hemigrammus gracilis (Lütken, 1875)",accepted,senior,new
"Tetragonopterus gracilis Lütken, 1875",synonym,senior,original
"Hemigrammus bellottii (Steindachner, 1882)",accepted,senior,new
"Tetragonopterus bellottii Steindachner, 1882",synonym,senior,original
"Hemigrammus elegans (Steindachner, 1882)",accepted,senior,new
"Tetragonopterus elegans Steindachner, 1882",synonym,senior,original
"Hemigrammus ocellifer (Steindachner, 1882)",accepted,senior,new
"Tetragonopterus ocellifer Steindachner, 1882",synonym,senior,original
"Hemigrammus ocellifer falsus Meinken, 1958",ambiguous,questionable,original
"Hemigrammus schmardae (Steindachner, 1882)",accepted,senior,new
"Tetragonopterus schmardae Steindachner, 1882",synonym,senior,original
"Hemigrammus proneki Géry, 1963",synonym,junior,original
"Hemigrammus ulreyi (Boulenger, 1895)",accepted,senior,new
"Tetragonopterus ulreyi Boulenger, 1895",synonym,senior,original
"Hemigrammus micropterus Meek, 1907",accepted,senior,original
"Hemigrammus tridens Eigenmann, 1907",accepted,senior,original
"Hemigrammus coeruleus Durbin, 1908",accepted,senior,original
"Hemigrammus levis Durbin, 1908",accepted,senior,original
"Hemigrammus analis Durbin, 1909",accepted,senior,original
"Hemigrammus cylindricus Durbin, 1909",accepted,senior,original
"Hemigrammus erythrozonus Durbin, 1909",accepted,senior,original
"Hemigrammus iota Durbin, 1909",accepted,senior,original
"Hemigrammus orthus Durbin, 1909",accepted,senior,original
"Hemigrammus rodwayi Durbin, 1909",accepted,senior,original
"Hemigrammus armstrongi Schultz & Axelrod, 1955",synonym,junior,original
"Hemigrammus stictus (Durbin, 1909)",accepted,senior,new
"Hyphessobrycon stictus Durbin, 1909",synonym,senior,original
"Hemigrammus brevis Ellis, 1911",accepted,senior,original
"Hemigrammus marginatus Ellis, 1911",accepted,senior,original
"Hemigrammus melanochrous Fowler, 1913",accepted,senior,original
"Hemigrammus barrigonae Eigenmann & Henn, 1914",accepted,senior,original
"Hemigrammus cupreus Durbin, 1918",accepted,senior,original
"Hemigrammus hyanuary Durbin, 1918",accepted,senior,original
"Hemigrammus lunatus Durbin, 1918",accepted,senior,original
"Hyphessobrycon maxillaris Fowler, 1932",synonym,junior,original
"Hemigrammus matei Eigenmann, 1918",accepted,senior,original
"Hemigrammus microstomus Durbin, 1918",accepted,senior,original
"Hemigrammus rhodostomus Ahl, 1924",accepted,senior,original
"Hemigrammus pulcher Ladiges, 1938",accepted,senior,original
"Hemigrammus megaceps Fowler, 1945",accepted,senior,original
"Hemigrammus newboldi (Fernández-Yépez, 1949)",accepted,senior,new
"Ramirezella newboldi Fernández-Yépez, 1949",synonym,senior,original
"Hemigrammus mimus Böhlke, 1955",accepted,senior,original
"Hemigrammus falsus Meinken, 1958",accepted,senior,change in rank
"Hemigrammus ocellifer falsus Meinken, 1958",synonym,senior,original
"Hemigrammus aereus Géry, 1959",accepted,senior,original
"Hemigrammus boesemani Géry, 1959",accepted,senior,change in rank
"Hemigrammus micropterus boesemani Géry, 1959",synonym,senior,original
"Hemigrammus guyanensis Géry, 1959",accepted,senior,original
"Hemigrammus haraldi Géry, 1961",accepted,senior,change in rank
"Hemigrammus pulcher haraldi Géry, 1961",synonym,senior,original
"Hemigrammus vorderwinkleri Géry, 1963",accepted,senior,original
"Hemigrammus luelingi Géry, 1964",accepted,senior,original
"Hemigrammus pretoensis Géry, 1965",accepted,senior,original
"Hemigrammus bleheri Géry & Mahnert, 1986",accepted,senior,original
"Hemigrammus mahnerti Uj & Géry, 1989",accepted,senior,original
"Hemigrammus neptunus Zarske & Géry, 2002",accepted,senior,original
"Hemigrammus skolioplatus Bertaco & Carvalho, 2005",accepted,senior,original
"Hemigrammus ora Zarske, Le Bail & Géry, 2006",accepted,senior,original
"Hemigrammus geisleri Zarske & Géry, 2007",accepted,senior,original
"Hemigrammus taphorni Benine & Lopes, 2007",accepted,senior,original
"Hemigrammus parana Marinho, Carvalho, Langeani & Tatsumi, 2008",accepted,senior,original
"Hemigrammus silimoni Britski & Lima, 2008",accepted,senior,original
"Hemigrammus arua Lima, Wosiacki & Ramos, 2009",accepted,senior,original
"Hemigrammus yinyang Lima & Sousa, 2009",accepted,senior,original
"Hemigrammus tocantinsi Carvalho, Bertaco & Jerep, 2010",accepted,senior,original
"Hemigrammus diagonicus Mendonça & Wosiacki, 2011",accepted,senior,original
"Hemigrammus filamentosus Zarske, 2011",accepted,senior,original
"Hemigrammus ataktos Marinho, Dagosta & Birindelli, 2014",accepted,senior,original
"Hemigrammus machadoi Ota, Lima & Pavanelli, 2014",accepted,senior,original
"Hemigrammus durbinae Ota, Lima & Pavanelli, 2015",accepted,senior,original
"Hemigrammus rubrostriatus Zarske, 2015",accepted,senior,original
"Hemigrammus changae Ota, Lima & Hidalgo, 2019",accepted,senior,original
"Pseudochalceus lineatus Kner, 1863",accepted,senior,original
"Pseudochalceus kyburzi Schultz, 1966",accepted,senior,original
"Pseudochalceus bohlkei Orcés V., 1967",accepted,senior,original
"Pseudochalceus longianalis Géry, 1972",accepted,senior,original
"Oligosarcus argenteus Günther, 1864",accepted,senior,original
"Oligosarcus meadi Menezes, 1969",synonym,junior,original
"Oligosarcus hepsetus (Cuvier, 1829)",accepted,senior,new
"Hydrocyon hepsetus Cuvier, 1829",synonym,senior,original
"Oligosarcus jenynsii (Günther, 1864)",accepted,senior,new
"Xiphorhamphus jenynsii Günther, 1864",synonym,senior,original
"Xiphorhamphus brachycephalus Cope, 1894",synonym,junior,original
"Acestrorhamphus purpureus Messner, 1962",synonym,junior,original
"Oligosarcus oligolepis (Steindachner, 1867)",accepted,senior,new
"Xiphoramphus oligolepis Steindachner, 1867",synonym,senior,original
"Oligosarcus macrolepis (Steindachner, 1877)",accepted,senior,new
"Xiphorhamphus macrolepis Steindachner, 1877",synonym,senior,original
"Oligosarcus bolivianus (Fowler, 1940)",accepted,senior,new
"Acestrorhamphus bolivianus Fowler, 1940",synonym,senior,original
"Oligosarcus pintoi Amaral Campos, 1945",accepted,senior,original
"Hemibrycon marciae Godoy, 1971",synonym,junior,original
"Oligosarcus platensis (Messner, 1962)",accepted,senior,new
"Astyanacinus platensis Messner, 1962",synonym,senior,original
"Oligosarcus robustus Menezes, 1969",accepted,senior,original
"Oligosarcus longirostris Menezes & Géry, 1983",accepted,senior,original
"Oligosarcus paranensis Menezes & Géry, 1983",accepted,senior,original
"Oligosarcus planaltinae Menezes & Géry, 1983",accepted,senior,original
"Oligosarcus schindleri Menezes & Géry, 1983",accepted,senior,original
"Oligosarcus acutirostris Menezes, 1987",accepted,senior,original
"Oligosarcus brevioris Menezes, 1987",accepted,senior,original
"Oligosarcus solitarius Menezes, 1987",accepted,senior,original
"Oligosarcus menezesi Miquelarena & Protogino, 1996",accepted,senior,original
"Oligosarcus perdido Ribeiro, Cavallaro & Froehlich, 2007",accepted,senior,original
"Oligosarcus jacuiensis Menezes & Ribeiro, 2010",accepted,senior,original
"Oligosarcus itau Mirande, Aguilera & Azpelicueta, 2011",accepted,senior,original
"Oligosarcus amome Almirón, Casciotta, Piálek, Doubnerová, ?í?an, 2015",accepted,senior,original
"Oligosarcus varii Menezes & Ribeiro, 2015",accepted,senior,original
"Brachychalcinus retrospina Boulenger, 1892",accepted,senior,original
"Brachychalcinus orbicularis (Valenciennes, 1850)",accepted,senior,new
"Tetragonopterus orbicularis Valenciennes, 1850",synonym,senior,original
"Brachychalcinus guianensis Boeseman, 1952",synonym,junior,original
"Brachychalcinus copei (Steindachner, 1882)",accepted,senior,new
"Stethaprion copei Steindachner, 1882",synonym,senior,original
"Brachychalcinus nummus Böhlke, 1958",accepted,senior,original
"Brachychalcinus parnaibae Reis, 1989",accepted,senior,original
"Brachychalcinus reisi Garcia-Ayala, Ohara, Pastana & Benine, 2017",accepted,senior,original
"Gymnocharacinus bergii Steindachner, 1903",accepted,senior,original
"Moenkhausia xinguensis (Steindachner, 1882)",accepted,senior,new
"Tetragonopterus xinguensis Steindachner, 1882",synonym,senior,original
"Moenkhausia grandisquamis (Müller & Troschel, 1845)",accepted,senior,new
"Tetragonopterus grandisquamis Müller & Troschel, 1845",synonym,senior,original
"Moenkhausia dichroura (Kner, 1858)",accepted,senior,new
"Tetragonopterus dichrourus Kner, 1858",synonym,senior,original
"Moenkhausia lepidura (Kner, 1858)",accepted,senior,new
"Tetragonopterus lepidurus Kner, 1858",synonym,senior,original
"Knodus calliurus Ahl, 1931",synonym,junior,original
"Moenkhausia chrysargyrea (Günther, 1864)",accepted,senior,new
"Tetragonopterus chrysargyreus Günther, 1864",synonym,senior,original
"Moenkhausia oligolepis (Günther, 1864)",accepted,senior,new
"Tetragonopterus oligolepis Günther, 1864",synonym,senior,original
"Moenkhausia ovalis (Günther, 1868)",accepted,senior,new
"Tetragonopterus ovalis Günther, 1868",synonym,senior,original
"Moenkhausia doceana (Steindachner, 1877)",accepted,senior,new
"Tetragonopterus doceanus Steindachner, 1877",synonym,senior,original
"Moenkhausia collettii (Steindachner, 1882)",accepted,senior,new
"Tetragonopterus collettii Steindachner, 1882",synonym,senior,original
"Moenkhausia copei (Steindachner, 1882)",accepted,senior,new
"Tetragonopterus copei Steindachner, 1882",synonym,senior,original
"Moenkhausia atahualpiana (Fowler, 1907)",accepted,senior,new
"Astyanax atahualpianus Fowler, 1907",synonym,senior,original
"Moenkhausia costae (Steindachner, 1907)",accepted,senior,new
"Tetragonopterus costae Steindachner, 1907",synonym,senior,original
"Moenkhausia megalops (Eigenmann, 1907)",accepted,senior,new
"Astyanax megalops Eigenmann, 1907",synonym,senior,original
"Moenkhausia sanctaefilomenae (Steindachner, 1907)",accepted,senior,new
"Tetragonopterus sanctaefilomenae Steindachner, 1907",synonym,senior,original
"Moenkhausia australis Eigenmann, 1908",accepted,senior,original
"Moenkhausia australe Eigenmann, 1908",synonym,senior,original
"Moenkhausia barbouri Eigenmann, 1908",accepted,senior,original
"Moenkhausia ceros Eigenmann, 1908",accepted,senior,original
"Moenkhausia comma Eigenmann, 1908",accepted,senior,original
"Moenkhausia cotinho Eigenmann, 1908",accepted,senior,original
"Moenkhausia gracilima Eigenmann, 1908",accepted,senior,change in rank
"Moenkhausia lepidurus gracilimus Eigenmann, 1908",synonym,senior,original
"Moenkhausia icae Eigenmann, 1908",accepted,senior,change in rank
"Moenkhausia lepidurus icae Eigenmann, 1908",synonym,senior,original
"Moenkhausia intermedia Eigenmann, 1908",accepted,senior,change in rank
"Moenkhausia dichrourus intermedius Eigenmann, 1908",synonym,senior,original
"Moenkhausia lepidura madeirae Fowler, 1913",synonym,junior,original
"Astyanax bipunctialbicaudalis Godoy, 1977",synonym,junior,original
"Moenkhausia jamesi Eigenmann, 1908",accepted,senior,original
"Moenkhausia justae Eigenmann, 1908",accepted,senior,original
"Moenkhausia lata Eigenmann, 1908",accepted,senior,change in rank
"Moenkhausia lepidurus latus Eigenmann, 1908",synonym,senior,original
"Moenkhausia latissima Eigenmann, 1908",accepted,senior,original
"Moenkhausia latissimus Eigenmann, 1908",synonym,senior,original
"Moenkhausia melogramma Eigenmann, 1908",accepted,senior,original
"Moenkhausia melogrammus Eigenmann, 1908",synonym,senior,original
"Moenkhausia browni Eigenmann, 1909",accepted,senior,original
"Moenkhausia shideleri Eigenmann, 1909",accepted,senior,original
"Moenkhausia affinis Steindachner, 1915",accepted,senior,original
"Moenkhausia miangi Steindachner, 1915",accepted,senior,original
"Moenkhausia hasemani Eigenmann, 1917",accepted,senior,change in rank
"Moenkhausia lepidura hasemani Eigenmann, 1917",synonym,senior,original
"Moenkhausia pittieri Eigenmann, 1920",accepted,senior,original
"Opisthanodus haerteli Ahl, 1935",synonym,junior,original
"Moenkhausia metae Eigenmann, 1922",accepted,senior,original
"Moenkhausia simulata (Eigenmann, 1924)",accepted,senior,new
"Astyanax simulatus Eigenmann, 1924",synonym,senior,original
"Moenkhausia crisnejas Pearson, 1929",accepted,senior,original
"Moenkhausia tridentata Holly, 1929",accepted,senior,original
"Moenkhausia orteguasae Fowler, 1943",accepted,senior,original
"Moenkhausia schultzi Fernández-Yépez, 1950",accepted,senior,original
"Moenkhausia naponis Böhlke, 1958",accepted,senior,original
"Moenkhausia eigenmanni Géry, 1964",accepted,senior,original
"Moenkhausia newtoni Travassos, 1964",accepted,senior,original
"Moenkhausia robertsi Géry, 1964",accepted,senior,original
"Moenkhausia takasei Géry, 1964",accepted,senior,original
"Moenkhausia agnesae Géry, 1965",accepted,senior,original
"Moenkhausia hemigrammoides Géry, 1965",accepted,senior,original
"Moenkhausia surinamensis Géry, 1965",accepted,senior,original
"Moenkhausia phaeonota Fink, 1979",accepted,senior,original
"Moenkhausia inrai Géry, 1992",accepted,senior,original
"Moenkhausia loweae Géry, 1992",accepted,senior,original
"Moenkhausia nigromarginata Costa, 1994",accepted,senior,original
"Moenkhausia pyrophthalma Costa, 1994",accepted,senior,original
"Moenkhausia moisae Géry, Planquette & Le Bail, 1995",accepted,senior,original
"Moenkhausia tergimacula Lucena & Lucena, 1999",accepted,senior,original
"Moenkhausia diktyota Lima & Toledo-Piza, 2001",accepted,senior,original
"Moenkhausia lopesi Britski & de Silimon, 2001",accepted,senior,original
"Moenkhausia margitae Zarske & Géry, 2001",accepted,senior,original
"Moenkhausia dorsinuda Zarske & Géry, 2002",accepted,senior,original
"Moenkhausia levidorsa Benine, 2002",accepted,senior,original
"Moenkhausia bonita Benine, Castro & Sabino, 2004",accepted,senior,original
"Moenkhausia heikoi Géry & Zarske, 2004",accepted,senior,original
"Moenkhausia pankilopteryx Bertaco & Lucinda, 2006",accepted,senior,original
"Moenkhausia petymbuaba Lima & Birindelli, 2006",accepted,senior,original
"Moenkhausia cosmops Lima, Britski & Machado, 2007",accepted,senior,original
"Moenkhausia diamantina Benine, Castro & Santos, 2007",accepted,senior,original
"Moenkhausia hysterosticta Lucinda, Malabarba & Benine, 2007",accepted,senior,original
"Moenkhausia forestii Benine, Mariguela & Oliveira, 2009",accepted,senior,original
"Moenkhausia celibela Marinho & Langeani, 2010",accepted,senior,original
"Moenkhausia chlorophthalma Sousa, Netto-Ferreira & Birindelli, 2010",accepted,senior,original
"Moenkhausia eurystaenia Marinho, 2010",accepted,senior,original
"Moenkhausia mikia Marinho & Langeani, 2010",accepted,senior,original
"Moenkhausia pirauba Zanata, Birindelli & Moreira, 2010",accepted,senior,original
"Moenkhausia plumbea Sousa, Netto-Ferreira & Birindelli, 2010",accepted,senior,original
"Moenkhausia aurantia Bertaco, Jerep & Carvalho, 2011",accepted,senior,original
"Moenkhausia dasalmas Bertaco, Jerep & Carvalho, 2011",accepted,senior,original
"Moenkhausia rubra Pastana & Dagosta, 2014",accepted,senior,original
"Moenkhausia lineomaculata Dagosta, Marinho & Benine, 2015",accepted,senior,original
"Moenkhausia uirapuru Ohara & Lima, 2015",accepted,senior,original
"Moenkhausia britskii Azevedo-Santos & Benine, 2016",accepted,senior,original
"Moenkhausia mutum Dagosta & Marinho, 2016",accepted,senior,original
"Moenkhausia parecis Ohara & Marinho, 2016",accepted,senior,original
"Moenkhausia venerei Petrolli, Azevedo-Santos & Benine, 2016",accepted,senior,original
"Moenkhausia andrica Reia, Oliveira & Benine, 2021",accepted,senior,original
"Stichonodon insignis (Steindachner, 1876)",accepted,senior,new
"Luetkenia insignis Steindachner, 1876",synonym,senior,original
"Deuterodon iguape Eigenmann, 1907",accepted,senior,original
"Deuterodon taeniatus (Jenyns, 1842)",accepted,senior,new
"Tetragonopterus taeniatus Jenyns, 1842",synonym,senior,original
"Deuterodon luetkenii (Boulenger, 1887)",accepted,senior,new
"Tetragonopterus luetkenii Boulenger, 1887",synonym,senior,original
"Deuterodon longirostris (Steindachner, 1907)",accepted,senior,new
"Tetragonopterus fasciatus longirostris Steindachner, 1907",synonym,senior,original
"Deuterodon giton (Eigenmann, 1908)",accepted,senior,new
"Astyanax giton Eigenmann, 1908",synonym,senior,original
"Deuterodon intermedius (Eigenmann, 1908)",accepted,senior,new
"Astyanax scabripinnis intermedius Eigenmann, 1908",synonym,senior,original
"Deuterodon janeiroensis (Eigenmann, 1908)",accepted,senior,new
"Astyanax janeiroensis Eigenmann, 1908",synonym,senior,original
"Deuterodon parahybae Eigenmann, 1908",accepted,senior,original
"Deuterodon rosae (Steindachner, 1908)",accepted,senior,new
"Joinvillea rosae Steindachner, 1908",synonym,senior,original
"Deuterodon mutator (Eigenmann, 1909)",accepted,senior,new
"Astyanax mutator Eigenmann, 1909",synonym,senior,original
"Deuterodon potaroensis Eigenmann, 1909",accepted,senior,original
"Deuterodon heterostomus (Eigenmann, 1911)",accepted,senior,new
"Probolodus heterostomus Eigenmann, 1911",synonym,senior,original
"Deuterodon ribeirae (Eigenmann, 1911)",accepted,senior,new
"Astyanax ribeirae Eigenmann, 1911",synonym,senior,original
"Deuterodon hastatus (Myers, 1928)",accepted,senior,new
"Astyanax hastatus Myers, 1928",synonym,senior,original
"Deuterodon stigmaturus (Gomes, 1947)",accepted,senior,new
"Distoechus stigmaturus Gomes, 1947",synonym,senior,original
"Deuterodon langei Travassos, 1957",accepted,senior,original
"Deuterodon amniculus Lucena & Lucena, 1992",synonym,junior,original
"Deuterodon garujo Lucena & Lucena, 1992",synonym,junior,original
"Deuterodon singularis Lucena & Lucena, 1992",accepted,senior,original
"Deuterodon supparis Lucena & Lucena, 1992",accepted,senior,original
"Deuterodon aphos (Zanata & Akama, 2004)",accepted,senior,new
"Myxiops aphos Zanata & Akama, 2004",synonym,senior,original
"Deuterodon pelecus (Bertaco & Lucena, 2006)",accepted,senior,new
"Astyanax pelecus Bertaco & Lucena, 2006",synonym,senior,original
"Deuterodon burgerai (Zanata & Camelier, 2009)",accepted,senior,new
"Astyanax burgerai Zanata & Camelier, 2009",synonym,senior,original
"Deuterodon hamatilis (Camelier & Zanata, 2014)",accepted,senior,new
"Astyanax hamatilis Camelier & Zanata, 2014",synonym,senior,original
"Deuterodon oyakawai (Santos & Castro, 2014)",accepted,senior,new
"Probolodus oyakawai Santos & Castro, 2014",synonym,senior,original
"Deuterodon sazimai (Santos & Castro, 2014)",accepted,senior,new
"Probolodus sazimai Santos & Castro, 2014",synonym,senior,original
"Ctenobrycon hauxwellianus (Cope, 1870)",accepted,senior,new
"Tetragonopterus hauxwellianus Cope, 1870",synonym,senior,original
"Ctenobrycon rhabdops Fowler, 1913",synonym,junior,original
"Ctenobrycon spilurus (Valenciennes, 1850)",accepted,senior,new
"Tetragonopterus spilurus Valenciennes, 1850",synonym,senior,original
"Ctenobrycon multiradiatus (Steindachner, 1876)",accepted,senior,new
"Tetragonopterus multiradiatus Steindachner, 1876",synonym,senior,original
"Ctenobrycon alleni (Eigenmann & McAtee, 1907)",accepted,senior,new
"Tetragonopterus alleni Eigenmann & McAtee, 1907",synonym,senior,original
"Ctenobrycon oliverai Benine, Lopes & Ron, 2010",accepted,senior,original
"Gymnocorymbus thayeri Eigenmann, 1908",accepted,senior,original
"Gymnocorymbus ternetzi (Boulenger, 1895)",accepted,senior,new
"Tetragonopterus ternetzi Boulenger, 1895",synonym,senior,original
"Gymnocorymbus bondi (Fowler, 1911)",accepted,senior,new
"Phenacogaster bondi Fowler, 1911",synonym,senior,original
"Moenkhausia profunda Eigenmann, 1912",synonym,junior,original
"Gymnocorymbus socolofi Géry, 1964",synonym,junior,original
"Gymnocorymbus flaviolimai Benine, Melo, Castro & Oliveira, 2015",accepted,senior,original
"Hyphessobrycon compressus (Meek, 1904)",accepted,senior,new
"Hemigrammus compressus Meek, 1904",synonym,senior,original
"Hyphessobrycon robustulus (Cope, 1870)",accepted,senior,new
"Hemigrammus robustulus Cope, 1870",synonym,senior,original
"Hyphessobrycon eques (Steindachner, 1882)",accepted,senior,new
"Chirodon eques Steindachner, 1882",synonym,senior,original
"Tetragonopterus callistus Boulenger, 1900",synonym,junior,original
"Hemigrammus melasopterus Eigenmann & Kennedy, 1903",synonym,junior,original
"Hyphessobrycon serpae Durbin, 1908",synonym,junior,original
"Hyphessobrycon heteresthes (Ulrey, 1894)",accepted,senior,new
"Aphyocarax heteresthes Ulrey, 1894",synonym,senior,original
"Hyphessobrycon heterorhabdus (Ulrey, 1894)",accepted,senior,new
