Scientifc_name,Status,Senior_Junior_synonym,Combination
"Tetragonopterus heterorhabdus Ulrey, 1894",synonym,senior,original
"Hyphessobrycon boulengeri (Eigenmann, 1907)",accepted,senior,new
"Hemigrammus boulengeri Eigenmann, 1907",synonym,senior,original
"Hyphessobrycon inconstans (Eigenmann & Ogle, 1907)",accepted,senior,new
"Hemigrammus inconstans Eigenmann & Ogle, 1907",synonym,senior,original
"Hyphessobrycon santae (Eigenmann, 1907)",accepted,senior,new
"Hemigrammus santae Eigenmann, 1907",synonym,senior,original
"Hyphessobrycon bentosi Durbin, 1908",accepted,senior,original
"Hyphessobrycon robertsi Anonymous [Axelrod], 1958",ambiguous,other,original
"Hyphessobrycon copelandi Durbin, 1908",accepted,senior,original
"Hyphessobrycon melazonatus Durbin, 1908",accepted,senior,original
"Hyphessobrycon milleri Durbin, 1908",accepted,senior,change in rank
"Hyphessobrycon compressus milleri Durbin, 1908",synonym,senior,original
"Hyphessobrycon panamensis Durbin, 1908",accepted,senior,original
"Hemigrammus minutus Meek & Hildebrand, 1912",synonym,junior,original
"Hyphessobrycon panamensis daguae Eigenmann, 1922",synonym,junior,original
"Hyphessobrycon catableptus (Durbin, 1909)",accepted,senior,new
"Dermatocheir catablepta Durbin, 1909",synonym,senior,original
"Hyphessobrycon eos Durbin, 1909",accepted,senior,original
"Hyphessobrycon minimus Durbin, 1909",accepted,senior,original
"Hyphessobrycon minor Durbin, 1909",accepted,senior,original
"Hyphessobrycon rosaceus Durbin, 1909",accepted,senior,original
"Hyphessobrycon ornatus Ahl, 1934",synonym,junior,original
"Cheirodon troemneri Fowler, 1942",synonym,junior,original
"Hyphessobrycon bifasciatus Ellis, 1911",accepted,senior,original
"Hyphessobrycon duragenys Ellis, 1911",accepted,senior,original
"Hyphessobrycon parvellus Ellis, 1911",accepted,senior,original
"Hyphessobrycon reticulatus Ellis, 1911",accepted,senior,original
"Hyphessobrycon taurocephalus Ellis, 1911",accepted,senior,original
"Hyphessobrycon agulha Fowler, 1913",accepted,senior,original
"Hyphessobrycon condotensis Regan, 1913",accepted,senior,original
"Hyphessobrycon hasemani Fowler, 1913",accepted,senior,original
"Hyphessobrycon poecilioides Eigenmann, 1913",accepted,senior,original
"Hyphessobrycon proteus Eigenmann, 1913",accepted,senior,original
"Hyphessobrycon ecuadoriensis Eigenmann & Henn, 1914",accepted,senior,original
"Hyphessobrycon metae Eigenmann & Henn, 1914",accepted,senior,original
"Hyphessobrycon ecuadorensis (Eigenmann, 1915)",accepted,senior,new
"Megalamphodus ecuadorensis Eigenmann, 1915",synonym,senior,original
"Hyphessobrycon megalopterus (Eigenmann, 1915)",accepted,senior,new
"Megalamphodus megalopterus Eigenmann, 1915",synonym,senior,original
"Megalamphodus rogoaguae Pearson, 1924",synonym,junior,original
"Hyphessobrycon micropterus (Eigenmann, 1915)",accepted,senior,new
"Megalamphodus micropterus Eigenmann, 1915",synonym,senior,original
"Hyphessobrycon stramineus Durbin, 1918",accepted,senior,original
"Hyphessobrycon flammeus Myers, 1924",accepted,senior,original
"Hyphessobrycon schauenseei Fowler, 1926",accepted,senior,original
"Hyphessobrycon balbus Myers, 1927",accepted,senior,original
"Hyphessobrycon coelestinus Myers, 1929",accepted,senior,original
"Hyphessobrycon maculicauda Ahl, 1936",accepted,senior,original
"Hyphessobrycon pulchripinnis Ahl, 1937",accepted,senior,original
"Hyphessobrycon scholzei Ahl, 1937",accepted,senior,original
"Hyphessobrycon loretoensis Ladiges, 1938",accepted,senior,original
"Hyphessobrycon peruvianus Ladiges, 1938",accepted,senior,original
"Hyphessobrycon iheringi Fowler, 1941",accepted,senior,original
"Hyphessobrycon latus Fowler, 1941",accepted,senior,original
"Hyphessobrycon piabinhas Fowler, 1941",accepted,senior,original
"Hyphessobrycon erythrostigma (Fowler, 1943)",accepted,senior,new
"Hemigrammus erythrostigma Fowler, 1943",synonym,senior,original
"Hyphessobrycon rubrostigma Hoedeman, 1956",synonym,junior,original
"Hyphessobrycon sovichthys Schultz, 1944",accepted,senior,original
"Hyphessobrycon melasemeion Fowler, 1945",accepted,senior,original
"Hyphessobrycon albolineatus Fernández-Yépez, 1950",accepted,senior,original
"Hyphessobrycon albolineatum Fernández-Yépez, 1950",synonym,senior,original
"Hyphessobrycon hildae Fernández-Yépez, 1950",accepted,senior,original
"Hyphessobrycon griemi Hoedeman, 1957",accepted,senior,original
"Hyphessobrycon flammeus guabirubae Godoy, 1987",synonym,junior,original
"Hyphessobrycon tortuguerae Böhlke, 1958",accepted,senior,original
"Hyphessobrycon axelrodi (Travassos, 1959)",accepted,senior,new
"Aphyocharax axelrodi Travassos, 1959",synonym,senior,original
"Hyphessobrycon haraldschultzi Travassos, 1960",accepted,senior,original
"Hyphessobrycon roseus (Géry, 1960)",accepted,senior,new
"Megalamphodus roseus Géry, 1960",synonym,senior,original
"Hyphessobrycon simulatus (Géry, 1960)",accepted,senior,new
"Pseudopristella simulata Géry, 1960",synonym,senior,original
"Hyphessobrycon georgettae Géry, 1961",accepted,senior,original
"Hyphessobrycon georgetti Géry, 1961",synonym,senior,original
"Hyphessobrycon herbertaxelrodi Géry, 1961",accepted,senior,original
"Hyphessobrycon stegemanni Géry, 1961",accepted,senior,original
"Hyphessobrycon sweglesi (Géry, 1961)",accepted,senior,new
"Megalamphodus sweglesi Géry, 1961",synonym,senior,original
"Hyphessobrycon tropis Géry, 1963",accepted,senior,original
"Hyphessobrycon cachimbensis Travassos, 1964",accepted,senior,original
"Hyphessobrycon gracilior Géry, 1964",accepted,senior,original
"Hyphessobrycon saizi Géry, 1964",accepted,senior,original
"Hyphessobrycon takasei Géry, 1964",accepted,senior,original
"Hyphessobrycon tenuis Géry, 1964",accepted,senior,original
"Hyphessobrycon tukunai Géry, 1965",accepted,senior,original
"Hyphessobrycon vilmae Géry, 1966",accepted,senior,original
"Hyphessobrycon savagei Bussing, 1967",accepted,senior,original
"Hyphessobrycon fernandezi Fernández-Yépez, 1972",accepted,senior,original
"Hyphessobrycon diancistrus Weitzman, 1977",accepted,senior,original
"Hyphessobrycon socolofi Weitzman, 1977",accepted,senior,original
"Hyphessobrycon meridionalis Ringuelet, Miquelarena & Menni, 1978",accepted,senior,original
"Hyphessobrycon igneus Miquelarena, Menni, López & Casciotta, 1980",accepted,senior,original
"Hyphessobrycon elachys Weitzman, 1984",accepted,senior,original
"Hyphessobrycon amandae Géry & Uj, 1987",accepted,senior,original
"Hyphessobrycon procerus Mahnert & Géry, 1987",accepted,senior,original
"Hyphessobrycon werneri Géry & Uj, 1987",accepted,senior,original
"Hyphessobrycon arianae Uj & Géry, 1989",accepted,senior,original
"Hyphessobrycon pyrrhonotus Burgess, 1993",accepted,senior,original
"Hyphessobrycon pytai Géry & Mahnert, 1993",accepted,senior,original
"Hyphessobrycon loweae Costa & Géry, 1994",accepted,senior,original
"Hyphessobrycon mutabilis Costa & Géry, 1994",accepted,senior,original
"Hyphessobrycon epicharis Weitzman & Palmer, 1997",accepted,senior,original
"Hyphessobrycon frankei Zarske & Géry, 1997",accepted,senior,original
"Hyphessobrycon amapaensis Zarske & Géry, 1998",accepted,senior,original
"Hyphessobrycon wajat Almirón & Casciotta, 1999",accepted,senior,original
"Hyphessobrycon itaparicensis Lima & Costa, 2001",accepted,senior,original
"Hyphessobrycon ellisae Bragança, Ottoni & Rangel-Pereira, 2015",ambiguous,homonym,original
"Hyphessobrycon sergipanus Bragança, Ottoni & Rangel-Pereira, 2016",synonym,junior,original
"Hyphessobrycon negodagua Lima & Gerhard, 2001",accepted,senior,original
"Hyphessobrycon columbianus Zarske & Géry, 2002",accepted,senior,original
"Hyphessobrycon heliacus Moreira, Landim & Costa, 2002",accepted,senior,original
"Hyphessobrycon moniliger Moreira, Lima & Costa, 2002",accepted,senior,original
"Hyphessobrycon eilyos Lima & Moreira, 2003",accepted,senior,original
"Hyphessobrycon langeanii Lima & Moreira, 2003",accepted,senior,original
"Hyphessobrycon scutulatus Lucena, 2003",accepted,senior,original
"Hyphessobrycon weitzmanorum Lima & Moreira, 2003",accepted,senior,original
"Hyphessobrycon auca Almirón, Casciotta, Bechara & Ruíz Díaz, 2004",accepted,senior,original
"Hyphessobrycon nigricinctus Zarske & Géry, 2004",accepted,senior,original
"Hyphessobrycon hamatus Bertaco & Malabarba, 2005",accepted,senior,original
"Hyphessobrycon hexastichos Bertaco & Carvalho, 2005",accepted,senior,original
"Hyphessobrycon borealis Zarske, Le Bail & Géry, 2006",accepted,senior,original
"Hyphessobrycon cyanotaenia Zarske & Géry, 2006",accepted,senior,original
"Hyphessobrycon isiri Almirón, Casciotta & Koerber, 2006",accepted,senior,original
"Hyphessobrycon melanostichos Carvalho & Bertaco, 2006",accepted,senior,original
"Hyphessobrycon notidanos Carvalho & Bertaco, 2006",accepted,senior,original
"Hyphessobrycon togoi Miquelarena & López, 2006",accepted,senior,original
"Hyphessobrycon vinaceus Bertaco, Malabarba & Dergam, 2007",accepted,senior,original
"Hyphessobrycon khardinae Zarske, 2008",accepted,senior,original
"Hyphessobrycon ocasoensis García-Alzate & Román-Valencia, 2008",accepted,senior,original
"Hyphessobrycon oritoensis García-Alzate, Román-Valencia & Taphorn, 2008",accepted,senior,original
"Hyphessobrycon otrynus Benine & Lopes, 2008",accepted,senior,original
"Hyphessobrycon paucilepis García-Alzate, Román-Valencia & Taphorn, 2008",accepted,senior,original
"Hyphessobrycon rutiliflavidus Carvalho, Langeani, Miyazawa & Troy, 2008",accepted,senior,original
"Hyphessobrycon tuyensis García-Alzate, Román-Valencia & Taphorn, 2008",accepted,senior,original
"Hyphessobrycon pando Hein, 2009",accepted,senior,original
"Hyphessobrycon acaciae García-Alzate, Román-Valencia & Prada-Pedreros, 2010",accepted,senior,original
"Hyphessobrycon amaronensis García-Alzate, Román-Valencia & Taphorn, 2010",accepted,senior,original
"Hyphessobrycon brumado Zanata & Camelier, 2010",accepted,senior,original
"Hyphessobrycon mavro García-Alzate, Román-Valencia & Prada-Pedreros, 2010",accepted,senior,original
"Hyphessobrycon nicolasi Miquelarena & López, 2010",accepted,senior,original
"Hyphessobrycon niger García-Alzate, Román-Valencia & Prada-Pedreros, 2010",accepted,senior,original
"Hyphessobrycon sebastiani García-Alzate, Román-Valencia & Taphorn, 2010",accepted,senior,original
"Hyphessobrycon taguae García-Alzate, Román-Valencia & Taphorn, 2010",accepted,senior,original
"Hyphessobrycon chocoensis García-Alzate, Román-Valencia & Taphorn, 2013",accepted,senior,original
"Hyphessobrycon eschwartzae García-Alzate, Román-Valencia & Ortega, 2013",accepted,senior,original
"Hyphessobrycon peugeotorum Ingenito, Lima & Buckup, 2013",accepted,senior,original
"Hyphessobrycon peugeoti Ingenito, Lima & Buckup, 2013",synonym,senior,original
"Hyphessobrycon taphorni García-Alzate, Román-Valencia & Ortega, 2013",accepted,senior,original
"Hyphessobrycon uaiso Carvalho & Langeani, 2013",accepted,senior,original
"Hyphessobrycon diastatos Dagosta, Marinho & Camelier, 2014",accepted,senior,original
"Hyphessobrycon dorsalis Zarske, 2014",accepted,senior,original
"Hyphessobrycon jackrobertsi Zarske, 2014",accepted,senior,original
"Hyphessobrycon kayabi Teixeira, Lima & Zuanon, 2014",accepted,senior,original
"Hyphessobrycon montagi Lima, Coutinho & Wosiacki, 2014",accepted,senior,original
"Hyphessobrycon paepkei Zarske, 2014",accepted,senior,original
"Hyphessobrycon clavatus Zarske, 2015",accepted,senior,original
"Hyphessobrycon natagaima García-Alzate, Taphorn, Roman-Valencia & Villa-Navarro, 2015",accepted,senior,original
"Hyphessobrycon margitae Zarske, 2016",accepted,senior,original
"Hyphessobrycon wadai Marinho, Dagosta, Camelier & Oyakawa, 2016",accepted,senior,original
"Hyphessobrycon ericae Moreira & Lima, 2017",accepted,senior,original
"Hyphessobrycon klausanni García-Alzate, Urbano-Bonilla & Taphorn, 2017",accepted,senior,original
"Hyphessobrycon pinnistriatus Carvalho, Cabeceira & Carvalho, 2017",accepted,senior,original
"Hyphessobrycon wosiackii Moreira & Lima, 2017",accepted,senior,original
"Hyphessobrycon piranga Camelier, Dagosta & Marinho, 2018",accepted,senior,original
"Hyphessobrycon zoe Faria, Lima & Wosiacki, 2020",accepted,senior,original
"Poptella longipinnis (Popta, 1901)",accepted,senior,new
"Tetragonopterus longipinnis Popta, 1901",synonym,senior,original
"Gymnocorymbus nemopterus Fowler, 1914",synonym,junior,original
"Poptella compressa (Günther, 1864)",accepted,senior,new
"Tetragonopterus compressus Günther, 1864",synonym,senior,original
"Poptella paraguayensis (Eigenmann, 1907)",accepted,senior,new
"Fowlerina paraguayensis Eigenmann, 1907",synonym,senior,original
"Poptella brevispina Reis, 1989",accepted,senior,original
"Pristella maxillaris (Ulrey, 1894)",accepted,senior,new
"Aphyocarax maxillaris Ulrey, 1894",synonym,senior,original
"Holopristes riddlei Meek, 1907",synonym,junior,original
"Thayeria obliqua Eigenmann, 1908",accepted,senior,original
"Thayeria obliquus Eigenmann, 1908",synonym,senior,original
"Thayeria sanctaemariae Ladiges, 1951",synonym,junior,original
"Thayeria boehlkei Weitzman, 1957",accepted,senior,original
"Thayeria ifati Géry, 1959",accepted,senior,original
"Hollandichthys multifasciatus (Eigenmann & Norris, 1900)",accepted,senior,new
"Tetragonopterus multifasciatus Eigenmann & Norris, 1900",synonym,senior,original
"Pseudochalceus perstriatus Miranda Ribeiro, 1908",synonym,junior,original
"Pseudochalceus affinis Steindachner, 1908",synonym,junior,original
"Hollandichthys taramandahy Bertaco & Malabarba, 2013",accepted,senior,original
"Hasemania melanura Ellis, 1911",accepted,senior,original
"Hasemania nana (Lütken, 1875)",accepted,senior,new
"Tetragonopterus nanus Lütken, 1875",synonym,senior,original
"Hasemania marginata Meinken, 1938",synonym,junior,original
"Hasemania maxillaris Ellis, 1911",accepted,senior,original
"Hasemania hanseni (Fowler, 1949)",accepted,senior,new
"Pristicharax hanseni Fowler, 1949",synonym,senior,original
"Hasemania crenuchoides Zarske & Géry, 1999",accepted,senior,original
"Hasemania nambiquara Bertaco & Malabarba, 2007",accepted,senior,original
"Hasemania kalunga Bertaco & Carvalho, 2010",accepted,senior,original
"Hasemania piatan Zanata & Serra, 2010",accepted,senior,original
"Hasemania uberaba Serra & Langeani, 2015",accepted,senior,original
"Nematobrycon palmeri Eigenmann, 1911",accepted,senior,original
"Nematobrycon amphiloxus Eigenmann & Wilson, 1914",synonym,junior,original
"Nematobrycon lacortei Weitzman & Fink, 1971",accepted,senior,original
"Psalidodon gymnodontus Eigenmann, 1911",accepted,senior,original
"Psalidodon fasciatus (Cuvier, 1819)",accepted,senior,new
"Chalceus fasciatus Cuvier, 1819",synonym,senior,original
"Tetragonopterus viejita Valenciennes, 1850",synonym,junior,original
"Salmo lambari Natterer, 1859",synonym,junior,original
"Tetragonopterus humilis Günther, 1864",synonym,junior,original
"Tetragonopterus microphthalmus Günther, 1864",synonym,junior,original
"Tetragonopterus cobanensis Bocourt, 1868",synonym,junior,original
"Tetragonopterus oaxacanensis Bocourt, 1868",synonym,junior,original
"Astyanax carolinae Gill, 1870",synonym,junior,original
"Tetragonopterus cuvieri Lütken, 1875",synonym,junior,original
"Astyanax albeolus Eigenmann, 1908",synonym,junior,original
"Tetragonopterus macrophthalmus Regan, 1908",synonym,junior,original
"Astyanax regani Meek, 1909",synonym,junior,original
"Astyanax grandis Meek & Hildebrand, 1912",synonym,junior,original
"Astyanax heterurus Eigenmann & Wilson, 1914",synonym,junior,original
"Astyanax aeneus costaricensis Meek, 1914",synonym,junior,original
"Astyanax hanstroemi Dahl, 1943",synonym,junior,original
"Astyanax fasciatus orteguasae Fowler, 1943",synonym,junior,original
"Psalidodon rutilus (Jenyns, 1842)",accepted,senior,new
"Tetragonopterus rutilus Jenyns, 1842",synonym,senior,original
"Salmo ovatus Larrañaga, 1923",ambiguous,questionable,original
"Psalidodon rivularis (Lütken, 1875)",accepted,senior,new
"Tetragonopterus rivularis Lütken, 1875",synonym,senior,original
"Psalidodon jequitinhonhae (Steindachner, 1877)",accepted,senior,new
"Tetragonopterus rutilus jequitinhonhae Steindachner, 1877",synonym,senior,original
"Psalidodon correntinus (Holmberg, 1891)",accepted,senior,new
"Tetragonopterus correntinus Holmberg, 1891",synonym,senior,original
"Psalidodon erythropterus (Holmberg, 1891)",accepted,senior,new
"Tetragonopterus erythropterus Holmberg, 1891",synonym,senior,original
"Psalidodon eigenmanniorum (Cope, 1894)",accepted,senior,new
"Tetragonopterus eigenmanniorum Cope, 1894",synonym,senior,original
"Psalidodon anisitsi (Eigenmann, 1907)",accepted,senior,new
"Hemigrammus anisitsi Eigenmann, 1907",synonym,senior,original
"Hemigrammus caudovittatus Ahl, 1923",synonym,junior,original
"Hyphessobrycon erythrurus Ahl, 1928",synonym,junior,original
"Psalidodon pellegrini (Eigenmann, 1907)",accepted,senior,new
"Astyanax pelegrini Eigenmann, 1907",synonym,senior,original
"Psalidodon parahybae (Eigenmann, 1908)",accepted,senior,new
"Astyanax fasciatus parahybae Eigenmann, 1908",synonym,senior,original
"Psalidodon gymnogenys (Eigenmann, 1911)",accepted,senior,new
"Astyanax gymnogenys Eigenmann, 1911",synonym,senior,original
"Psalidodon marionae (Eigenmann, 1911)",accepted,senior,new
"Astyanax marionae Eigenmann, 1911",synonym,senior,original
"Psalidodon paranae (Eigenmann, 1914)",accepted,senior,new
"Astyanax scabripinnis paranae Eigenmann, 1914",synonym,senior,original
"Psalidodon schubarti (Britski, 1964)",accepted,senior,new
"Astyanax schubarti Britski, 1964",synonym,senior,original
"Psalidodon ojiara (Azpelicueta & Garcia, 2000)",accepted,senior,new
"Astyanax ojiara Azpelicueta & Garcia, 2000",synonym,senior,original
"Psalidodon ita (Almirón, Azpelicueta & Casciotta, 2002)",accepted,senior,new
"Astyanax ita Almirón, Azpelicueta & Casciotta, 2002",synonym,senior,original
"Psalidodon leonidas (Azpelicueta, Casciotta & Almirón, 2002)",accepted,senior,new
"Astyanax leonidas Azpelicueta, Casciotta & Almirón, 2002",synonym,senior,original
"Psalidodon troya (Azpelicueta, Casciotta & Almirón, 2002)",accepted,senior,new
"Astyanax troya Azpelicueta, Casciotta & Almirón, 2002",synonym,senior,original
"Psalidodon pynandi (Casciotta, Almirón, Bechara, Roux & Ruíz Díaz, 2003)",accepted,senior,new
"Astyanax pynandi Casciotta, Almirón, Bechara, Roux & Ruíz Díaz, 2003",synonym,senior,original
"Psalidodon chico (Casciotta & Almirón, 2004)",accepted,senior,new
"Astyanax chico Casciotta & Almirón, 2004",synonym,senior,original
"Psalidodon hermosus (Miquelarena, Protogino & López, 2005)",accepted,senior,new
"Astyanax hermosus Miquelarena, Protogino & López, 2005",synonym,senior,original
"Psalidodon pampa (Casciotta, Almirón & Azpelicueta, 2005)",accepted,senior,new
"Astyanax pampa Casciotta, Almirón & Azpelicueta, 2005",synonym,senior,original
"Psalidodon tumbayaensis (Miquelarena & Menni, 2005)",accepted,senior,new
"Astyanax tumbayaensis Miquelarena & Menni, 2005",synonym,senior,original
"Psalidodon endy (Mirande, Aguilera & Azpelicueta, 2006)",accepted,senior,new
"Astyanax endy Mirande, Aguilera & Azpelicueta, 2006",synonym,senior,original
"Psalidodon bockmanni (Vari & Castro, 2007)",accepted,senior,new
"Astyanax bockmanni Vari & Castro, 2007",synonym,senior,original
"Psalidodon puka (Mirande, Aguilera & Azpelicueta, 2007)",accepted,senior,new
"Astyanax puka Mirande, Aguilera & Azpelicueta, 2007",synonym,senior,original
"Psalidodon xavante (Garutti & Venere, 2009)",accepted,senior,new
"Astyanax xavante Garutti & Venere, 2009",synonym,senior,original
"Psalidodon bifasciatus (Garavello & Sampaio, 2010)",accepted,senior,new
"Astyanax bifasciatus Garavello & Sampaio, 2010",synonym,senior,original
"Psalidodon dissensus (Lucena & Thofehrn, 2013)",accepted,senior,new
"Astyanax dissensus Lucena & Thofehrn, 2013",synonym,senior,original
"Psalidodon xiru (Lucena, Castro & Bertaco, 2013)",accepted,senior,new
"Astyanax xiru Lucena, Castro & Bertaco, 2013",synonym,senior,original
"Psalidodon powelli (Terán, Butí & Mirande, 2017)",accepted,senior,new
"Astyanax powelli Terán, Butí & Mirande, 2017",synonym,senior,original
"Rhoadsia altipinna Fowler, 1911",accepted,senior,original
"Rhoadsia minor Eigenmann & Henn, 1914",accepted,senior,original
"Parastremma sadina Eigenmann, 1912",accepted,senior,original
"Parastremma album Dahl, 1960",accepted,senior,original
"Parastremma alba Dahl, 1960",synonym,senior,original
"Parastremma pulchrum Dahl, 1960",accepted,senior,original
"Parastremma pulchra Dahl, 1960",synonym,senior,original
"Parecbasis cyclolepis Eigenmann, 1914",accepted,senior,original
"Rachoviscus crassiceps Myers, 1926",accepted,senior,original
"Rachoviscus graciliceps Weitzman & Cruz, 1981",accepted,senior,original
"Carlana eigenmanni (Meek, 1912)",accepted,senior,new
"Cheirodon eigenmanni Meek, 1912",synonym,senior,original
"Bario steindachneri (Eigenmann, 1893)",accepted,senior,new
"Tetragonopterus steindachneri Eigenmann, 1893",synonym,senior,original
"Tetragonopterus lineatus Steindachner, 1891",ambiguous,homonym,original
"Ectrepopterus uruguayensis (Fowler, 1943)",accepted,senior,new
"Megalamphodus uruguayensis Fowler, 1943",synonym,senior,original
"Gymnotichthys hildae Fernández-Yépez, 1950",accepted,senior,original
"Paracheirodon innesi (Myers, 1936)",accepted,senior,new
"Hyphessobrycon innesi Myers, 1936",synonym,senior,original
"Paracheirodon axelrodi (Schultz, 1956)",accepted,senior,new
"Cheirodon axelrodi Schultz, 1956",synonym,senior,original
"Hyphessobrycon cardinalis Myers & Weitzman, 1956",synonym,junior,original
"Paracheirodon simulans (Géry, 1963)",accepted,senior,new
"Hyphessobrycon simulans Géry, 1963",synonym,senior,original
"Parapristella aubynei (Eigenmann, 1909)",accepted,senior,new
"Pristella aubynei Eigenmann, 1909",synonym,senior,original
"Parapristella georgiae Géry, 1964",accepted,senior,original
"Petitella georgiae Géry & Boutière, 1964",accepted,senior,original
"Brittanichthys axelrodi Géry, 1965",accepted,senior,original
"Brittanichthys myersi Géry, 1965",accepted,senior,original
"Bryconella pallidifrons (Fowler, 1946)",accepted,senior,new
"Cheirodon pallidifrons Fowler, 1946",synonym,senior,original
"Hyphessobrycon thompsoni Fowler, 1949",synonym,junior,original
"Bryconella haraldi Géry, 1965",synonym,junior,original
"Stygichthys typhlops Brittan & Böhlke, 1965",accepted,senior,original
"Coptobrycon bilineatus (Ellis, 1911)",accepted,senior,new
"Hasemania bilineata Ellis, 1911",synonym,senior,original
"Inpaichthys kerri Géry & Junk, 1977",accepted,senior,original
"Nematocharax venustus Weitzman, Menezes & Britski, 1986",accepted,senior,original
"Nematocharax costai Bragança, Barbosa & Mattos, 2013",accepted,senior,original
"Orthospinus franciscensis (Eigenmann, 1914)",accepted,senior,new
"Fowlerina franciscensis Eigenmann, 1914",synonym,senior,original
"Ephippicharax franciscoensis Eigenmann, 1929",synonym,junior,original
"Buritia cisalpinoi Brant, 1974",synonym,junior,original
"Jupiaba poranga Zanata, 1997",accepted,senior,original
"Jupiaba polylepis (Günther, 1864)",accepted,senior,new
"Tetragonopterus polylepis Günther, 1864",synonym,senior,original
"Jupiaba anterior (Eigenmann, 1908)",accepted,senior,new
"Astyanax anterior Eigenmann, 1908",synonym,senior,original
"Jupiaba asymmetrica (Eigenmann, 1908)",accepted,senior,new
"Astyanax asymmetricus Eigenmann, 1908",synonym,senior,original
"Astyanax asymmetricus colombiensis Fowler, 1945",synonym,junior,original
"Jupiaba zonata (Eigenmann, 1908)",accepted,senior,new
"Astyanax zonatus Eigenmann, 1908",synonym,senior,original
"Jupiaba abramoides (Eigenmann, 1909)",accepted,senior,new
"Astyanax abramoides Eigenmann, 1909",synonym,senior,original
"Jupiaba essequibensis (Eigenmann, 1909)",accepted,senior,new
"Astyanax essequibensis Eigenmann, 1909",synonym,senior,original
"Jupiaba mucronata (Eigenmann, 1909)",accepted,senior,new
"Astyanax mucronatus Eigenmann, 1909",synonym,senior,original
"Jupiaba pinnata (Eigenmann, 1909)",accepted,senior,new
"Deuterodon pinnatus Eigenmann, 1909",synonym,senior,original
"Jupiaba potaroensis (Eigenmann, 1909)",accepted,senior,new
"Astyanax potaroensis Eigenmann, 1909",synonym,senior,original
"Jupiaba acanthogaster (Eigenmann, 1911)",accepted,senior,new
"Deuterodon acanthogaster Eigenmann, 1911",synonym,senior,original
"Jupiaba minor (Travassos, 1964)",accepted,senior,new
"Deuterodon minor Travassos, 1964",synonym,senior,original
"Jupiaba anteroides (Géry, 1965)",accepted,senior,new
"Astyanax anteroides Géry, 1965",synonym,senior,original
"Jupiaba scologaster (Weitzman & Vari, 1986)",accepted,senior,new
"Astyanax scologaster Weitzman & Vari, 1986",synonym,senior,original
"Jupiaba keithi (Géry, Planquette & Le Bail, 1996)",accepted,senior,new
"Astyanax keithi Géry, Planquette & Le Bail, 1996",synonym,senior,original
"Jupiaba maroniensis (Géry, Planquette & Le Bail, 1996)",accepted,senior,new
"Astyanax maroniensis Géry, Planquette & Le Bail, 1996",synonym,senior,original
"Jupiaba meunieri (Géry, Planquette & Le Bail, 1996)",accepted,senior,new
"Astyanax meunieri Géry, Planquette & Le Bail, 1996",synonym,senior,original
"Jupiaba ocellata (Géry, Planquette & Le Bail, 1996)",accepted,senior,new
"Astyanax ocellatus Géry, Planquette & Le Bail, 1996",synonym,senior,original
"Jupiaba apenima Zanata, 1997",accepted,senior,original
"Jupiaba atypindi Zanata, 1997",accepted,senior,original
"Jupiaba pirana Zanata, 1997",accepted,senior,original
"Jupiaba yarina Zanata, 1997",accepted,senior,original
"Jupiaba poekotero Zanata & Lima, 2005",accepted,senior,original
"Jupiaba elassonaktis Pereira & Lucinda, 2007",accepted,senior,original
"Jupiaba ajuricaba (Marinho & Lima, 2009)",accepted,senior,new
"Astyanax ajuricaba Marinho & Lima, 2009",synonym,senior,original
"Jupiaba citrina Zanata & Ohara, 2009",accepted,senior,original
"Jupiaba iasy Netto-Ferreira, Zanata, Birindelli & Sousa, 2009",accepted,senior,original
"Jupiaba kurua Birindelli, Zanata, Sousa & Netto-Ferreira, 2009",accepted,senior,original
"Jupiaba paranatinga Netto-Ferreira, Zanata, Birindelli & Sousa, 2009",accepted,senior,original
"Erythrocharax altipinnis Netto-Ferreira, Birindelli, de Sousa, Mariguela & Oliveira, 2013",accepted,senior,original
"Phycocharax rasbora Ohara, Mirande & Lima, 2017",accepted,senior,original
"Andromakhe latens (Mirande, Aguilera & Azpelicueta, 2004)",accepted,senior,new
"Astyanax latens Mirande, Aguilera & Azpelicueta, 2004",synonym,senior,original
"Andromakhe stenohalina (Messner, 1962)",accepted,senior,new
"Astyanax stenohalinus Messner, 1962",synonym,senior,original
"Andromakhe paris (Azpelicueta, Almirón & Casciotta, 2002)",accepted,senior,new
"Astyanax paris Azpelicueta, Almirón & Casciotta, 2002",synonym,senior,original
"Andromakhe saguazu (Casciotta, Almirón & Azpelicueta, 2003)",accepted,senior,new
"Astyanax saguazu Casciotta, Almirón & Azpelicueta, 2003",synonym,senior,original
"Andromakhe tupi (Azpelicueta, Mirande, Almirón & Casciotta, 2003)",accepted,senior,new
"Astyanax tupi Azpelicueta, Mirande, Almirón & Casciotta, 2003",synonym,senior,original
"Makunaima guaporensis (Eigenmann, 1911)",accepted,senior,new
"Astyanax guaporensis Eigenmann, 1911",synonym,senior,original
"Makunaima multidens (Eigenmann, 1908)",accepted,senior,new
"Astyanax multidens Eigenmann, 1908",synonym,senior,original
"Makunaima guianensis (Eigenmann, 1909)",accepted,senior,new
"Astyanax guianensis Eigenmann, 1909",synonym,senior,original
"Corynopoma riisei Gill, 1858",accepted,senior,original
"Stevardia albipinnis Gill, 1858",synonym,junior,original
