Scientifc_name,Status,Senior_Junior_synonym,Combination
"Paretroplus gymnopreopercularis Sparks, 2008",accepted,senior,original
"Paretroplus lamenabe Sparks, 2008",accepted,senior,original
"Paretroplus loisellei Sparks & Schelly, 2011",accepted,senior,original
"Geophagus altifrons Heckel, 1840",accepted,senior,original
"Geophagus surinamensis (Bloch, 1791)",accepted,senior,new
"Sparus surinamensis Bloch, 1791",synonym,senior,original
"Sparus trimaculatus Shaw, 1809",synonym,junior,original
"Geophagus brasiliensis (Quoy & Gaimard, 1824)",accepted,senior,new
"Chromis brasiliensis Quoy & Gaimard, 1824",synonym,senior,original
"Chromys unimaculata Castelnau, 1855",synonym,junior,original
"Acara gymnopoma Günther, 1862",synonym,junior,original
"Geophagus brasiliensis Kner, 1865",ambiguous,homonym,original
"Acara minuta Hensel, 1870",synonym,junior,original
"Geophagus tuberosus Gosse, 1976",ambiguous,other,original
"Geophagus olfersi Gosse, 1976",ambiguous,other,original
"Geophagus megasema Heckel, 1840",accepted,senior,original
"Geophagus obscurus (Castelnau, 1855)",accepted,senior,new
"Chromys obscura Castelnau, 1855",synonym,senior,original
"Chromys unipunctata Castelnau, 1855",synonym,junior,original
"Geophagus proximus (Castelnau, 1855)",accepted,senior,new
"Chromys proxima Castelnau, 1855",synonym,senior,original
"Geophagus crassilabris Steindachner, 1876",accepted,senior,original
"Geophagus camopiensis Pellegrin, 1903",accepted,senior,original
"Geophagus iporangensis Haseman, 1911",accepted,senior,change in rank
"Geophagus brasiliensis iporangensis Haseman, 1911",synonym,senior,original
"Geophagus itapicuruensis Haseman, 1911",accepted,senior,change in rank
"Geophagus brasiliensis itapicuruensis Haseman, 1911",synonym,senior,original
"Geophagus pellegrini Regan, 1912",accepted,senior,original
"Geophagus steindachneri Eigenmann & Hildebrand, 1922",accepted,senior,original
"Geophagus hondae Regan, 1912",synonym,junior,original
"Geophagus magdalena Brind, 1943",synonym,junior,original
"Geophagus harreri Gosse, 1976",accepted,senior,original
"Geophagus brachybranchus Kullander & Nijssen, 1989",accepted,senior,original
"Geophagus brokopondo Kullander & Nijssen, 1989",accepted,senior,original
"Geophagus argyrostictus Kullander, 1991",accepted,senior,original
"Geophagus grammepareius Kullander & Taphorn, 1992",accepted,senior,original
"Geophagus taeniopareius Kullander & Royero, 1992",accepted,senior,original
"Geophagus abalios López-Fernández & Taphorn, 2004",accepted,senior,original
"Geophagus dicrozoster López-Fernández & Taphorn, 2004",accepted,senior,original
"Geophagus winemilleri López-Fernández & Taphorn, 2004",accepted,senior,original
"Geophagus gottwaldi Schindler & Staeck, 2006",accepted,senior,original
"Geophagus parnaibae Staeck & Schindler, 2006",accepted,senior,original
"Geophagus neambi Lucinda, Lucena & Assis, 2010",accepted,senior,original
"Geophagus sveni Lucinda, Lucena & Assis, 2010",accepted,senior,original
"Geophagus crocatus Hauser & López-Fernández, 2013",accepted,senior,original
"Geophagus mirabilis Deprá, Kullander, Pavanelli & Graça, 2014",accepted,senior,original
"Geophagus diamantinensis Mattos, Costa & Santos, 2015",accepted,senior,original
"Geophagus multiocellus Mattos & Costa, 2018",accepted,senior,original
"Geophagus rufomarginatus Mattos & Costa, 2018",accepted,senior,original
"Geophagus santosi Mattos & Costa, 2018",accepted,senior,original
"Satanoperca daemon (Heckel, 1840)",accepted,senior,new
"Geophagus daemon Heckel, 1840",synonym,senior,original
"Satanoperca acuticeps (Heckel, 1840)",accepted,senior,new
"Geophagus acuticeps Heckel, 1840",synonym,senior,original
"Satanoperca jurupari (Heckel, 1840)",accepted,senior,new
"Geophagus jurupari Heckel, 1840",synonym,senior,original
"Satanoperca pappaterra (Heckel, 1840)",accepted,senior,new
"Geophagus pappaterra Heckel, 1840",synonym,senior,original
"Satanoperca leucosticta (Müller & Troschel, 1849)",accepted,senior,new
"Geophagus leucostictus Müller & Troschel, 1849",synonym,senior,original
"Satanoperca macrolepis Günther, 1862",synonym,junior,original
"Satanoperca mapiritensis (Fernández-Yépez, 1950)",accepted,senior,new
"Geophagus mapiritensis Fernández-Yépez, 1950",synonym,senior,original
"Satanoperca lilith Kullander & Ferreira, 1988",accepted,senior,original
"Satanoperca rhynchitis Kullander, 2012",accepted,senior,original
"Crenicara punctulata (Günther, 1863)",accepted,senior,new
"Acara punctulata Günther, 1863",synonym,senior,original
"Crenicara elegans Steindachner, 1875",synonym,junior,original
"Aequidens madeirae Fowler, 1913",synonym,junior,original
"Aequidens hercules Allen, 1942",synonym,junior,original
"Crenicara latruncularium Kullander & Staeck, 1990",accepted,senior,original
"Dicrossus maculatus Steindachner, 1875",accepted,senior,original
"Crenicara praetoriusi Weise, 1935",synonym,junior,original
"Crenicara praetoriusi Ahl, 1936",ambiguous,junior,original
"Dicrossus filamentosus (Ladiges, 1958)",accepted,senior,new
"Crenicara filamentosa Ladiges, 1958",synonym,senior,original
"Dicrossus gladicauda Schindler & Staeck, 2008",accepted,senior,original
"Dicrossus foirni Römer, Hahn & Vergara, 2010",accepted,senior,original
"Dicrossus warzeli Römer, Hahn & Vergara, 2010",accepted,senior,original
"Biotodoma cupido (Heckel, 1840)",accepted,senior,new
"Geophagus cupido Heckel, 1840",synonym,senior,original
"Biotodoma wavrini (Gosse, 1963)",accepted,senior,new
"Geophagus wavrini Gosse, 1963",synonym,senior,original
"Biotoecus opercularis (Steindachner, 1875)",accepted,senior,new
"Saraca opercularis Steindachner, 1875",synonym,senior,original
"Biotoecus dicentrarchus Kullander, 1989",accepted,senior,original
"Acarichthys heckelii (Müller & Troschel, 1849)",accepted,senior,new
"Acara heckelii Müller & Troschel, 1849",synonym,senior,original
"Geophagus thayeri Steindachner, 1875",synonym,junior,original
"Acara subocularis Cope, 1878",synonym,junior,original
"Apistogramma taeniata (Günther, 1862)",accepted,senior,new
"Mesops taeniatus Günther, 1862",synonym,senior,original
"Apistogramma amoena (Cope, 1872)",accepted,senior,new
"Geophagus amoenus Cope, 1872",synonym,senior,original
"Apistogramma agassizii (Steindachner, 1875)",accepted,senior,new
"Geophagus agassizii Steindachner, 1875",synonym,senior,original
"Apistogramma parva Ahl, 1931",synonym,junior,original
"Apistogramma trifasciata (Eigenmann & Kennedy, 1903)",accepted,senior,new
"Biotodoma trifasciatus Eigenmann & Kennedy, 1903",synonym,senior,original
"Heterogramma trifasciatum maciliense Haseman, 1911",synonym,junior,original
"Apistogramma trifasciatum haraldschultzi Meinken, 1960",synonym,junior,original
"Apistogramma borellii (Regan, 1906)",accepted,senior,new
"Heterogramma borellii Regan, 1906",synonym,senior,original
"Heterogramma ritense Haseman, 1911",synonym,junior,original
"Heterogramma rondoni Miranda Ribeiro, 1918",synonym,junior,original
"Apistogramma aequipinnis Ahl, 1938",synonym,junior,original
"Apistogramma reitzigi Mitsch, 1938",synonym,junior,original
"Apistogramma commbrae (Regan, 1906)",accepted,senior,new
"Heterogramma commbrae Regan, 1906",synonym,senior,original
"Heterogramma corumbae Eigenmann & Ward, 1907",synonym,junior,original
"Apistogramma steindachneri (Regan, 1908)",accepted,senior,new
"Heterogramma steindachneri Regan, 1908",synonym,senior,original
"Apistogramma ornatipinnis Ahl, 1936",synonym,junior,original
"Apistogramma wickleri Meinken, 1960",synonym,junior,original
"Apistogramma pleurotaenia (Regan, 1909)",accepted,senior,new
"Heterogramma pleurotaenia Regan, 1909",synonym,senior,original
"Apistogramma pertensis (Haseman, 1911)",accepted,senior,new
"Heterogramma taeniatum pertense Haseman, 1911",synonym,senior,original
"Apistogramma ortmanni (Eigenmann, 1912)",accepted,senior,new
"Heterogramma ortmanni Eigenmann, 1912",synonym,senior,original
"Apistogramma rupununi Fowler, 1914",accepted,senior,change in rank
"Apistogramma ortmanni rupununi Fowler, 1914",synonym,senior,original
"Apistogramma bitaeniata Pellegrin, 1936",accepted,senior,change in rank
"Apistogramma pertense bitaeniata Pellegrin, 1936",synonym,senior,original
"Apistogramma sweglesi Meinken, 1961",synonym,junior,original
"Apistogramma klausewitzi Meinken, 1962",synonym,junior,original
"Apistogramma kleei Meinken, 1964",synonym,junior,original
"Apistogramma cacatuoides Hoedeman, 1951",accepted,senior,original
"Apistogramma hoignei Meinken, 1965",accepted,senior,original
"Apistogramma gibbiceps Meinken, 1969",accepted,senior,original
"Apistogramma roraimae Kullander, 1980",synonym,junior,original
"Apistogramma geisleri Meinken, 1971",accepted,senior,original
"Apistogramma luelingi Kullander, 1976",accepted,senior,original
"Apistogramma hongsloi Kullander, 1979",accepted,senior,original
"Apistogramma iniridae Kullander, 1979",accepted,senior,original
"Apistogramma macmasteri Kullander, 1979",accepted,senior,original
"Apistogramma nijsseni Kullander, 1979",accepted,senior,original
"Apistogramma viejita Kullander, 1979",accepted,senior,original
"Apistogramma brevis Kullander, 1980",accepted,senior,original
"Apistogramma caetei Kullander, 1980",accepted,senior,original
"Apistogramma elizabethae Kullander, 1980",accepted,senior,original
"Apistogramma gephyra Kullander, 1980",accepted,senior,original
"Apistogramma meinkeni Kullander, 1980",accepted,senior,original
"Apistogramma moae Kullander, 1980",accepted,senior,original
"Apistogramma personata Kullander, 1980",accepted,senior,original
"Apistogramma piauiensis Kullander, 1980",accepted,senior,original
"Apistogramma pulchra Kullander, 1980",accepted,senior,original
"Apistogramma regani Kullander, 1980",accepted,senior,original
"Apistogramma resticulosa Kullander, 1980",accepted,senior,original
"Apistogramma uaupesi Kullander, 1980",accepted,senior,original
"Apistogramma eunotus Kullander, 1981",accepted,senior,original
"Apistogramma gossei Kullander, 1982",accepted,senior,original
"Apistogramma hippolytae Kullander, 1982",accepted,senior,original
"Apistogramma inconspicua Kullander, 1983",accepted,senior,original
"Apistogramma linkei Koslowski, 1985",accepted,senior,original
"Apistogramma staecki Koslowski, 1985",accepted,senior,original
"Apistogramma cruzi Kullander, 1986",accepted,senior,original
"Apistogramma juruensis Kullander, 1986",accepted,senior,original
"Apistogramma payaminonis Kullander, 1986",accepted,senior,original
"Apistogramma urteagai Kullander, 1986",accepted,senior,original
"Apistogramma diplotaenia Kullander, 1987",accepted,senior,original
"Apistogramma paucisquamis Kullander & Staeck, 1988",accepted,senior,original
"Apistogramma guttata Antonio C., Kullander & Lasso A., 1989",accepted,senior,original
"Apistogramma norberti Staeck, 1991",accepted,senior,original
"Apistogramma mendezi Römer, 1994",accepted,senior,original
"Apistogramma atahualpa Römer, 1997",accepted,senior,original
"Apistogramma panduro Römer, 1997",accepted,senior,original
"Apistogramma arua Römer & Warzel, 1998",accepted,senior,original
"Apistogramma rubrolineata Hein, Zarske & Zapata, 2002",accepted,senior,original
"Apistogramma acrensis Staeck, 2003",accepted,senior,original
"Apistogramma inornata Staeck, 2003",accepted,senior,original
"Apistogramma martini Römer, Hahn, Römer, Soares & Wöhler, 2003",accepted,senior,original
"Apistogramma similis Staeck, 2003",accepted,senior,original
"Apistogramma tucurui Staeck, 2003",accepted,senior,original
"Apistogramma velifera Staeck, 2003",accepted,senior,original
"Apistogramma alacrina Kullander, 2004",accepted,senior,original
"Apistogramma baenschi Römer, Hahn, Römer, Soares & Wöhler, 2004",accepted,senior,original
"Apistogramma eremnopyge Ready & Kullander, 2004",accepted,senior,original
"Apistogramma angayuara Kullander & Ferreira, 2005",accepted,senior,original
"Apistogramma salpinction Kullander & Ferreira, 2005",accepted,senior,original
"Apistogramma huascar Römer, Pretor & Hahn, 2006",accepted,senior,original
"Apistogramma pantalone Römer, Römer, Soares & Hahn, 2006",accepted,senior,original
"Apistogramma rositae Römer, Römer & Hahn, 2006",accepted,senior,original
"Apistogramma wapisana Römer, Hahn & Conrad, 2006",accepted,senior,original
"Apistogramma barlowi Römer & Hahn, 2008",accepted,senior,original
"Apistogramma erythrura Staeck & Schindler, 2008",accepted,senior,original
"Apistogramma caudomaculata Mesa S. & Lasso, 2011",accepted,senior,original
"Apistogramma cinilabra Römer, Duponchelle, Diaz, Davilla, Sirvas, Catchay & Renno, 2011",accepted,senior,original
"Apistogramma flabellicauda Mesa S. & Lasso, 2011",accepted,senior,original
"Apistogramma intermedia Mesa S. & Lasso, 2011",accepted,senior,original
"Apistogramma lineata Mesa S. & Lasso, 2011",accepted,senior,original
"Apistogramma megaptera Mesa S. & Lasso, 2011",accepted,senior,original
"Apistogramma minima Mesa S. & Lasso, 2011",accepted,senior,original
"Apistogramma nororientalis Mesa S. & Lasso, 2011",accepted,senior,original
"Apistogramma pedunculata Mesa S. & Lasso, 2011",accepted,senior,original
"Apistogramma piaroa Mesa S. & Lasso, 2011",accepted,senior,original
"Apistogramma playayacu Römer, Beninde & Hahn, 2011",accepted,senior,original
"Apistogramma allpahuayo Römer, Beninde, Duponchelle, Díaz, Ortega, Hahn, Soares, Cachay, Dávila, Cornejo & Renno, 2012",accepted,senior,original
"Apistogramma aguarico Römer & Hahn, 2013",accepted,senior,original
"Apistogramma helkeri Schindler & Staeck, 2013",accepted,senior,original
"Apistogramma paulmuelleri Römer, Beninde, Duponchelle, Dávila, Díaz & Renno, 2013",accepted,senior,original
"Apistogramma kullanderi Varella & Sabaj Pérez, 2014",accepted,senior,original
"Apistogramma ortegai Britzke, Oliveira & Kullander, 2014",accepted,senior,original
"Apistogramma feconat Römer, Soares, Dávila, Duponchelle, Renno & Hahn, 2015",accepted,senior,original
"Apistogramma wolli Römer, Soares, Dávila, Duponchelle, Renno & Hahn, 2015",accepted,senior,original
"Gymnogeophagus balzanii (Perugia, 1891)",accepted,senior,new
"Geophagus balzanii Perugia, 1891",synonym,senior,original
"Geophagus duodecimspinosus Boulenger, 1895",synonym,junior,original
"Gymnogeophagus cyanopterus Miranda Ribeiro, 1918",synonym,junior,original
"Gymnogeophagus gymnogenys (Hensel, 1870)",accepted,senior,new
"Geophagus gymnogenys Hensel, 1870",synonym,senior,original
"Geophagus pygmaeus Hensel, 1870",synonym,junior,original
"Geophagus camurus Cope, 1894",synonym,junior,original
"Gymnogeophagus labiatus (Hensel, 1870)",accepted,senior,new
"Geophagus labiatus Hensel, 1870",synonym,senior,original
"Geophagus scymnophilus Hensel, 1870",synonym,junior,original
"Geophagus bucephalus Hensel, 1870",synonym,junior,original
"Gymnogeophagus rhabdotus (Hensel, 1870)",accepted,senior,new
"Geophagus rhabdotus Hensel, 1870",synonym,senior,original
"Geophagus brachyurus Cope, 1894",synonym,junior,original
"Gymnogeophagus australis (Eigenmann, 1907)",accepted,senior,new
"Geophagus australe Eigenmann, 1907",synonym,senior,original
"Gymnogeophagus lacustris Reis & Malabarba, 1988",accepted,senior,original
"Gymnogeophagus meridionalis Reis & Malabarba, 1988",accepted,senior,original
"Gymnogeophagus setequedas Reis, Malabarba & Pavanelli, 1992",accepted,senior,original
"Gymnogeophagus che Casciotta, Gómez & Toresanni, 2000",accepted,senior,original
"Gymnogeophagus caaguazuensis Staeck, 2006",accepted,senior,original
"Gymnogeophagus tiraparae González-Bergonzoni, Loureiro & Oviedo, 2009",accepted,senior,original
"Gymnogeophagus constellatus Malabarba, Malabarba & Reis, 2015",accepted,senior,original
"Gymnogeophagus lipokarenos Malabarba, Malabarba & Reis, 2015",accepted,senior,original
"Gymnogeophagus mekinos Malabarba, Malabarba & Reis, 2015",accepted,senior,original
"Gymnogeophagus missioneiro Malabarba, Malabarba & Reis, 2015",accepted,senior,original
"Gymnogeophagus pseudolabiatus Malabarba, Malabarba & Reis, 2015",accepted,senior,original
"Gymnogeophagus terrapurpura Loureiro, Zarucki, Malabarba & González-Bergonzoni, 2016",accepted,senior,original
"Gymnogeophagus taroba Casciotta, Almirón, Piálek & ?í?an, 2017",accepted,senior,original
"Gymnogeophagus peliochelynion Turcati, Serra-Alanis & Malabarba, 2018",accepted,senior,original
"Gymnogeophagus jaryi Alonso, Terán, Aguilera, ?í?an, Casciotta, Serra, Almirón, Benítez et al., 2019",accepted,senior,original
"Taeniacara candidi Myers, 1935",accepted,senior,original
"Apistogramma weisei Ahl, 1936",synonym,junior,original
"Apistogrammoides pucallpaensis Meinken, 1965",accepted,senior,original
"Guianacara owroewefi Kullander & Nijssen, 1989",accepted,senior,original
"Guianacara geayi (Pellegrin, 1902)",accepted,senior,new
"Acara geayi Pellegrin, 1902",synonym,senior,original
"Guianacara oelemariensis Kullander & Nijssen, 1989",accepted,senior,original
"Guianacara sphenozona Kullander & Nijssen, 1989",accepted,senior,original
"Guianacara cuyunii López-Fernández, Taphorn Baechle & Kullander, 2006",accepted,senior,original
"Guianacara stergiosi López-Fernández, Taphorn Baechle & Kullander, 2006",accepted,senior,original
"Guianacara dacrya Arbour & López-Fernández, 2011",accepted,senior,original
"Heterochromis multidens (Pellegrin, 1900)",accepted,senior,new
"Paratilapia multidens Pellegrin, 1900",synonym,senior,original
"Pelmatochromis polyodon Boulenger, 1902",ambiguous,other,original
"Paratilapia habereri Steindachner, 1912",synonym,junior,original
"Paratilapia xenodon Nichols & Griscom, 1917",synonym,junior,original
"Divandu albimarginatus Lamboj & Snoeks, 2000",accepted,senior,original
"Etia nguti Schliewen & Stiassny, 2003",accepted,senior,original
"Pseudocrenilabrus philander (Weber, 1897)",accepted,senior,new
"Chromis philander Weber, 1897",synonym,senior,original
"Chromis ovalis Steindachner, 1866",ambiguous,questionable,original
"Paratilapia luebberti Hilgendorf, 1902",synonym,junior,original
"Tilapia ellenbergeri Gilchrist & Thompson, 1917",synonym,junior,original
"Pseudocrenilabrus natalensis Fowler, 1934",synonym,junior,original
"Haplochromis philander dispersus Trewavas, 1936",synonym,junior,original
"Pseudocrenilabrus multicolor (Schöller, 1903)",accepted,senior,new
"Chromis multicolor Schöller, 1903",synonym,senior,original
"Pseudocrenilabrus multicolor victoriae Seegers, 1990",synonym,junior,original
"Pseudocrenilabrus nicholsi (Pellegrin, 1928)",accepted,senior,new
"Paratilapia nicholsi Pellegrin, 1928",synonym,senior,original
"Paratilapia ventralis Nichols, 1928",ambiguous,homonym,original
"Pseudocrenilabrus pyrrhocaudalis Katongo, Seehausen & Snoeks, 2017",accepted,senior,original
"Tilapia sparrmanii Smith, 1840",accepted,senior,original
"Chromys moffatii Castelnau, 1861",synonym,junior,original
"Chromis ovalis Steindachner, 1866",ambiguous,questionable,original
"Tilapia fouloni Boulenger, 1905",synonym,junior,original
"Tilapia deschauenseei Fowler, 1931",synonym,junior,original
"Tilapia busumana (Günther, 1903)",accepted,senior,new
"Chromis busumanus Günther, 1903",synonym,senior,original
"Tilapia brevimanus Boulenger, 1911",accepted,senior,original
"Tilapia savagei Fowler, 1919",synonym,junior,original
"Tilapia guinasana Trewavas, 1936",accepted,senior,original
"Tilapia ruweti (Poll & Thys van den Audenaerde, 1965)",accepted,senior,new
"Pelmatochromis ruweti Poll & Thys van den Audenaerde, 1965",synonym,senior,original
"Tilapia baloni Trewavas & Stewart, 1975",accepted,senior,original
"Tilapia pra Dunz & Schliewen, 2010",accepted,senior,original
"Sarotherodon melanotheron Rüppell, 1852",accepted,senior,original
"Tilapia heudelotii Duméril, 1861",synonym,junior,original
"Tilapia rangii Duméril, 1861",synonym,junior,original
"Chromis macrocephalus Bleeker, 1862",synonym,junior,original
"Chromis microcephalus Günther, 1862",synonym,junior,original
"Melanogenes macrocephalus Bleeker, 1863",synonym,junior,original
"Melanogenes microcephalus Bleeker, 1863",synonym,junior,original
"Tilapia multifasciata macrostoma Pellegrin, 1941",synonym,junior,original
"Tilapia leonensis Thys van den Audenaerde, 1971",synonym,junior,original
"Sarotherodon melanotheron paludinosus Trewavas, 1983",synonym,junior,original
"Sarotherodon galilaeus (Linnaeus, 1758)",accepted,senior,new
"Sparus galilaeus Linnaeus, 1758",synonym,senior,original
"Tilapia pleuromelas Duméril, 1861",synonym,junior,original
"Tilapia lateralis Duméril, 1861",synonym,junior,original
"Tilapia macrocentra Duméril, 1861",synonym,junior,original
"Chromis tiberiadis Lortet, 1883",synonym,junior,original
"Chromis microstomus Lortet, 1883",synonym,junior,original
"Chromis multifasciatus Günther, 1903",synonym,junior,original
"Tilapia boulengeri Pellegrin, 1903",synonym,junior,original
"Tilapia borkuana Pellegrin, 1919",synonym,junior,original
"Tilapia sanagaensis Thys van den Audenaerde, 1966",synonym,junior,original
"Sarotherodon nigripinnis (Guichenot, 1861)",accepted,senior,new
"Tilapia nigripinnis Guichenot, 1861",synonym,senior,original
"Tilapia dolloi Boulenger, 1899",synonym,junior,original
"Tilapia aequatorialis Roman, 1971",synonym,junior,original
"Sarotherodon linnellii (Lönnberg, 1903)",accepted,senior,new
"Tilapia linnellii Lönnberg, 1903",synonym,senior,original
"Sarotherodon caudomarginatus (Boulenger, 1916)",accepted,senior,new
"Tilapia caudomarginata Boulenger, 1916",synonym,senior,original
"Sarotherodon caroli (Holly, 1930)",accepted,senior,new
"Tilapia caroli Holly, 1930",synonym,senior,original
"Sarotherodon lohbergeri (Holly, 1930)",accepted,senior,new
"Tilapia lohbergeri Holly, 1930",synonym,senior,original
"Sarotherodon occidentalis (Daget, 1962)",accepted,senior,new
"Tilapia occidentalis Daget, 1962",synonym,senior,original
"Sarotherodon steinbachi (Trewavas, 1962)",accepted,senior,new
"Tilapia steinbachi Trewavas, 1962",synonym,senior,original
"Sarotherodon mvogoi (Thys van den Audenaerde, 1965)",accepted,senior,new
"Tilapia mvogoi Thys van den Audenaerde, 1965",synonym,senior,original
"Sarotherodon tournieri (Daget, 1965)",accepted,senior,new
"Tilapia tournieri Daget, 1965",synonym,senior,original
"Tilapia liberiensis Thys van den Audenaerde, 1971",synonym,junior,original
"Sarotherodon knauerae Neumann, Stiassny & Schliewen, 2011",accepted,senior,original
"Sarotherodon lamprechti Neumann, Stiassny & Schliewen, 2011",accepted,senior,original
"Coptodon zillii (Gervais, 1848)",accepted,senior,new
"Acerina zillii Gervais, 1848",synonym,senior,original
"Haligenes tristrami Günther, 1860",synonym,junior,original
"Tilapia melanopleura Duméril, 1861",synonym,junior,original
"Chromis andreae Günther, 1864",synonym,junior,original
"Chromis coeruleomaculatus Rochebrune, 1880",synonym,junior,original
"Chromis faidherbii Rochebrune, 1880",synonym,junior,original
"Chromis menzalensis Mitchell, 1895",synonym,junior,original
"Tilapia sparrmani multiradiata Holly, 1928",synonym,junior,original
"Tilapia shariensis Fowler, 1949",synonym,junior,original
"Coptodon guineensis (Günther, 1862)",accepted,senior,new
"Haligenes guineensis Bleeker, 1863",ambiguous,homonym,original
"Tilapia polycentra Duméril, 1861",ambiguous,questionable,original
"Tilapia affinis Duméril, 1861",ambiguous,questionable,original
"Chromis guineensis Günther, 1862",synonym,senior,original
"Chromis latus Günther, 1862",ambiguous,questionable,original
"Coptodon tholloni (Sauvage, 1884)",accepted,senior,new
"Chromis tholloni Sauvage, 1884",synonym,senior,original
"Chromis ogowensis Günther, 1896",synonym,junior,original
"Coptodon rendalli (Boulenger, 1897)",accepted,senior,new
"Chromis rendalli Boulenger, 1897",synonym,senior,original
"Tilapia sexfasciata Pellegrin, 1900",synonym,junior,original
"Tilapia latifrons Boulenger, 1906",synonym,junior,original
"Tilapia christyi Boulenger, 1915",synonym,junior,original
"Tilapia sykesii Gilchrist & Thompson, 1917",synonym,junior,original
"Tilapia kirkhami Gilchrist & Thompson, 1917",synonym,junior,original
"Tilapia druryi Gilchrist & Thompson, 1917",synonym,junior,original
"Tilapia mackeani Gilchrist & Thompson, 1917",synonym,junior,original
"Tilapia swierstrae Gilchrist & Thompson, 1917",synonym,junior,original
"Tilapia gefuensis Thys van den Audenaerde, 1964",synonym,junior,original
"Coptodon camerunensis (Lönnberg, 1903)",accepted,senior,new
"Tilapia lata camerunensis Lönnberg, 1903",synonym,senior,original
"Coptodon discolor (Günther, 1903)",accepted,senior,new
"Chromis discolor Günther, 1903",synonym,senior,original
"Coptodon kottae (Lönnberg, 1904)",accepted,senior,new
"Tilapia kottae Lönnberg, 1904",synonym,senior,original
"Coptodon margaritacea (Boulenger, 1916)",accepted,senior,new
"Tilapia margaritacea Boulenger, 1916",synonym,senior,original
"Coptodon cameronensis (Holly, 1927)",accepted,senior,new
"Tilapia cameronensis Holly, 1927",synonym,senior,original
"Coptodon congica (Poll & Thys van den Audenaerde, 1960)",accepted,senior,new
"Tilapia tholloni congica Poll & Thys van den Audenaerde, 1960",synonym,senior,original
"Coptodon rheophila (Daget, 1962)",accepted,senior,new
"Tilapia rheophila Daget, 1962",synonym,senior,original
"Coptodon deckerti (Thys van den Audenaerde, 1967)",accepted,senior,new
"Tilapia deckerti Thys van den Audenaerde, 1967",synonym,senior,original
"Coptodon walteri (Thys van den Audenaerde, 1968)",accepted,senior,new
"Tilapia walteri Thys van den Audenaerde, 1968",synonym,senior,original
"Coptodon louka (Thys van den Audenaerde, 1969)",accepted,senior,new
"Tilapia louka Thys van den Audenaerde, 1969",synonym,senior,original
"Coptodon coffea (Thys van den Audenaerde, 1970)",accepted,senior,new
"Tilapia coffea Thys van den Audenaerde, 1970",synonym,senior,original
"Coptodon dageti (Thys van den Audenaerde, 1971)",accepted,senior,new
"Tilapia dageti Thys van den Audenaerde, 1971",synonym,senior,original
"Coptodon nyongana (Thys van den Audenaerde, 1971)",accepted,senior,new
"Tilapia nyongana Thys van den Audenaerde, 1971",synonym,senior,original
"Coptodon bemini (Thys van den Audenaerde, 1972)",accepted,senior,new
"Tilapia bemini Thys van den Audenaerde, 1972",synonym,senior,original
"Coptodon bakossiorum (Stiassny, Schliewen & Dominey, 1992)",accepted,senior,new
"Tilapia bakossiorum Stiassny, Schliewen & Dominey, 1992",synonym,senior,original
"Coptodon bythobates (Stiassny, Schliewen & Dominey, 1992)",accepted,senior,new
"Tilapia bythobates Stiassny, Schliewen & Dominey, 1992",synonym,senior,original
"Coptodon flava (Stiassny, Schliewen & Dominey, 1992)",accepted,senior,new
"Tilapia flava Stiassny, Schliewen & Dominey, 1992",synonym,senior,original
"Coptodon gutturosa (Stiassny, Schliewen & Dominey, 1992)",accepted,senior,new
"Tilapia gutturosa Stiassny, Schliewen & Dominey, 1992",synonym,senior,original
"Coptodon imbriferna (Stiassny, Schliewen & Dominey, 1992)",accepted,senior,new
"Tilapia imbriferna Stiassny, Schliewen & Dominey, 1992",synonym,senior,original
"Coptodon snyderae (Stiassny, Schliewen & Dominey, 1992)",accepted,senior,new
"Tilapia snyderae Stiassny, Schliewen & Dominey, 1992",synonym,senior,original
"Coptodon spongotroktis (Stiassny, Schliewen & Dominey, 1992)",accepted,senior,new
"Tilapia spongotroktis Stiassny, Schliewen & Dominey, 1992",synonym,senior,original
"Coptodon thysi (Stiassny, Schliewen & Dominey, 1992)",accepted,senior,new
"Tilapia thysi Stiassny, Schliewen & Dominey, 1992",synonym,senior,original
"Coptodon ismailiaensis (Mekkawy, 1995)",accepted,senior,new
"Tilapia ismailiaensis Mekkawy, 1995",synonym,senior,original
"Coptodon ejagham (Dunz & Schliewen, 2010)",accepted,senior,new
"Tilapia ejagham Dunz & Schliewen, 2010",synonym,senior,original
"Coptodon fusiforme (Dunz & Schliewen, 2010)",accepted,senior,new
"Tilapia fusiforme Dunz & Schliewen, 2010",synonym,senior,original
"Coptodon nigrans (Dunz & Schliewen, 2010)",accepted,senior,new
"Tilapia nigrans Dunz & Schliewen, 2010",synonym,senior,original
"Coptodon konkourensis (Dunz & Schliewen, 2012)",accepted,senior,new
"Tilapia konkourensis Dunz & Schliewen, 2012",synonym,senior,original
"Hemichromis fasciatus Peters, 1857",accepted,senior,original
"Hemichromis leiguardii de Brito Capello, 1873",synonym,junior,original
"Hemichromis desguezii Rochebrune, 1880",synonym,junior,original
"Hemichromis elongatus (Guichenot, 1861)",accepted,senior,new
"Chromichthys elongatus Guichenot, 1861",synonym,senior,original
"Hemichromis auritus Gill, 1862",synonym,junior,original
"Hemichromis bimaculatus Gill, 1862",accepted,senior,original
"Hemichromis fugax Payne & Trewavas, 1976",synonym,junior,original
"Hemichromis cristatus Loiselle, 1979",synonym,junior,original
