Scientifc_name,Status,Senior_Junior_synonym,Combination
"Cichla ocellaris Bloch & Schneider, 1801",accepted,senior,original
"Acharnes speciosus Müller & Troschel, 1849",synonym,junior,original
"Cichla orinocensis Humboldt, 1821",accepted,senior,original
"Cichla argus Valenciennes, 1821",synonym,junior,original
"Cichla temensis Humboldt, 1821",accepted,senior,original
"Cichla atabapensis Humboldt, 1821",synonym,junior,original
"Cichla tucunare Heckel, 1840",synonym,junior,original
"Cychla trifasciata Jardine & Schomburgk, 1843",synonym,junior,original
"Cychla flavomaculata Jardine & Schomburgk, 1843",synonym,junior,original
"Cichla unitaeniatus Magalhaes, 1931",synonym,junior,original
"Cichla monoculus Agassiz, 1831",accepted,senior,original
"Cychla monoculus Agassiz, 1831",synonym,senior,original
"Cycla toucounarai Castelnau, 1855",synonym,junior,original
"Cichla bilineatus Nakashima, 1941",synonym,junior,original
"Cichla nigromaculata Jardine & Schomburgk, 1843",accepted,senior,original
"Cychla nigromaculata Jardine & Schomburgk, 1843",synonym,senior,original
"Cichla intermedia Machado-Allison, 1971",accepted,senior,original
"Cichla jariina Kullander & Ferreira, 2006",accepted,senior,original
"Cichla kelberi Kullander & Ferreira, 2006",accepted,senior,original
"Cichla melaniae Kullander & Ferreira, 2006",accepted,senior,original
"Cichla mirianae Kullander & Ferreira, 2006",accepted,senior,original
"Cichla pinima Kullander & Ferreira, 2006",accepted,senior,original
"Cichla piquiti Kullander & Ferreira, 2006",accepted,senior,original
"Cichla pleiozona Kullander & Ferreira, 2006",accepted,senior,original
"Cichla thyrorus Kullander & Ferreira, 2006",accepted,senior,original
"Cichla vazzoleri Kullander & Ferreira, 2006",accepted,senior,original
"Crenicichla macrophthalma Heckel, 1840",accepted,senior,original
"Crenicichla santaremensis Haseman, 1911",synonym,junior,original
"Crenicichla saxatilis (Linnaeus, 1758)",accepted,senior,new
"Sparus saxatilis Linnaeus, 1758",synonym,senior,original
"Sparus biocellatus Walbaum, 1792",synonym,junior,original
"Sparus pavo Lacepède, 1802",synonym,junior,original
"Scarus pavoninus Gronow, 1854",synonym,junior,original
"Crenicichla brasiliensis (Bloch, 1792)",accepted,senior,new
"Perca brasiliensis Bloch, 1792",synonym,senior,original
"Sparus nhoquunda Lacepède, 1802",synonym,junior,original
"Crenicichla labrina (Spix & Agassiz, 1831)",accepted,senior,new
"Cychla labrina Spix & Agassiz, 1831",synonym,senior,original
"Crenicichla adspersa Heckel, 1840",accepted,senior,original
"Crenicichla funebris Heckel, 1840",synonym,junior,original
"Crenicichla johanna Heckel, 1840",accepted,senior,original
"Cychla fasciata Jardine, 1843",synonym,junior,original
"Crenicichla obtusirostris Günther, 1862",synonym,junior,original
"Crenicichla johanna carsevennensis Pellegrin, 1905",synonym,junior,original
"Crenicichla lenticulata Heckel, 1840",accepted,senior,original
"Crenicichla ornata Regan, 1905",synonym,junior,original
"Crenicichla lepidota Heckel, 1840",accepted,senior,original
"Crenicichla edithae Ploeg, 1991",synonym,junior,original
"Crenicichla lugubris Heckel, 1840",accepted,senior,original
"Crenicichla funebris Heckel, 1840",ambiguous,questionable,original
"Cychla rutilens Jardine, 1843",synonym,junior,original
"Crenicichla reticulata (Heckel, 1840)",accepted,senior,new
"Batrachops reticulatus Heckel, 1840",synonym,senior,original
"Crenicichla elegans Steindachner, 1881",synonym,junior,original
"Batrachops punctulatus Regan, 1905",synonym,junior,original
"Crenicichla semifasciata (Heckel, 1840)",accepted,senior,new
"Batrachops semifasciatus Heckel, 1840",synonym,senior,original
"Acharnes chacoensis Holmberg, 1891",synonym,junior,original
"Boggiania ocellata Perugia, 1897",synonym,junior,original
"Crenicichla simoni Haseman, 1911",synonym,junior,original
"Crenicichla vittata Heckel, 1840",accepted,senior,original
"Crenicichla lacustris (Castelnau, 1855)",accepted,senior,new
"Cycla lacustris Castelnau, 1855",synonym,senior,original
"Crenicichla dorsocellata Haseman, 1911",synonym,junior,original
"Crenicichla biocellata Ihering, 1914",synonym,junior,original
"Crenicichla frenata Gill, 1858",accepted,senior,original
"Crenicichla acutirostris Günther, 1862",accepted,senior,original
"Crenicichla strigata Günther, 1862",accepted,senior,change in rank
"Crenicichla johanna strigata Günther, 1862",synonym,senior,original
"Crenicichla cyanonotus Cope, 1870",accepted,senior,original
"Crenicichla lucius Cope, 1870",accepted,senior,original
"Crenicichla punctata Hensel, 1870",accepted,senior,original
"Crenicichla polysticta Hensel, 1870",synonym,junior,original
"Crenicichla anthurus Cope, 1872",accepted,senior,original
"Crenicichla proteus Cope, 1872",accepted,senior,original
"Crenicichla proteus argynnis Cope, 1872",synonym,junior,original
"Batrachops nemopterus Fowler, 1940",synonym,junior,original
"Crenicichla nijsseni Ploeg, 1991",synonym,junior,original
"Crenicichla niederleinii (Holmberg, 1891)",accepted,senior,new
"Acharnes niederleinii Holmberg, 1891",synonym,senior,original
"Crenicichla semicincta Steindachner, 1892",accepted,senior,change in rank
"Crenicichla saxatilis semicincta Steindachner, 1892",synonym,senior,original
"Crenicichla clancularia Ploeg, 1991",synonym,junior,original
"Crenicichla geayi Pellegrin, 1903",accepted,senior,original
"Crenicichla multispinosa Pellegrin, 1903",accepted,senior,original
"Crenicichla vaillanti Pellegrin, 1903",accepted,senior,original
"Crenicichla albopunctata Pellegrin, 1904",accepted,senior,change in rank
"Crenicichla saxatilis albopunctata Pellegrin, 1904",synonym,senior,original
"Crenicichla marmorata Pellegrin, 1904",accepted,senior,change in rank
"Crenicichla brasiliensis marmorata Pellegrin, 1904",synonym,senior,original
"Crenicichla cincta Regan, 1905",accepted,senior,original
"Crenicichla brasiliensis fasciata Pellegrin, 1904",ambiguous,homonym,original
"Crenicichla wallacii Regan, 1905",accepted,senior,original
"Crenicichla nanus Regan, 1913",synonym,junior,original
"Crenicichla scottii (Eigenmann, 1907)",accepted,senior,new
"Batrachops scottii Eigenmann, 1907",synonym,senior,original
"Crenicichla multidens Steindachner, 1915",synonym,junior,original
"Labrus amarus Larrañaga, 1923",synonym,junior,original
"Crenicichla lacustris semifasciata Devincenzi, 1939",synonym,junior,original
"Crenicichla cametana Steindachner, 1911",accepted,senior,original
"Crenicichla astroblepa Ploeg, 1986",synonym,junior,original
"Crenicichla iguassuensis Haseman, 1911",accepted,senior,original
"Crenicichla jaguarensis Haseman, 1911",accepted,senior,original
"Crenicichla alta Eigenmann, 1912",accepted,senior,original
"Crenicichla pterogramma Fowler, 1914",synonym,junior,original
"Crenicichla cardiostigma Ploeg, 1991",synonym,junior,original
"Crenicichla notophthalmus Regan, 1913",accepted,senior,original
"Crenicichla mucuryna Ihering, 1914",accepted,senior,original
"Crenicichla ternetzi Norman, 1926",accepted,senior,original
"Crenicichla jupiaensis Britski & Luengo, 1968",accepted,senior,original
"Crenicichla haroldoi Luengo & Britski, 1974",accepted,senior,original
"Crenicichla britskii Kullander, 1982",accepted,senior,original
"Crenicichla compressiceps Ploeg, 1986",accepted,senior,original
"Crenicichla cyclostoma Ploeg, 1986",accepted,senior,original
"Crenicichla jegui Ploeg, 1986",accepted,senior,original
"Crenicichla sedentaria Kullander, 1986",accepted,senior,original
"Crenicichla celidochilus Casciotta, 1987",accepted,senior,original
"Crenicichla coppenamensis Ploeg, 1987",accepted,senior,original
"Crenicichla nickeriensis Ploeg, 1987",accepted,senior,original
"Crenicichla sipaliwini Ploeg, 1987",accepted,senior,original
"Crenicichla heckeli Ploeg, 1989",accepted,senior,original
"Crenicichla regani Ploeg, 1989",accepted,senior,original
"Crenicichla hemera Kullander, 1990",accepted,senior,original
"Crenicichla guentheri Ploeg, 1991",synonym,junior,original
"Crenicichla urosema Kullander, 1990",accepted,senior,original
"Crenicichla hummelincki Ploeg, 1991",accepted,senior,original
"Crenicichla inpa Ploeg, 1991",accepted,senior,original
"Crenicichla isbrueckeri Ploeg, 1991",accepted,senior,original
"Crenicichla menezesi Ploeg, 1991",accepted,senior,original
"Crenicichla pellegrini Ploeg, 1991",accepted,senior,original
"Crenicichla percna Kullander, 1991",accepted,senior,original
"Crenicichla phaiospilus Kullander, 1991",accepted,senior,original
"Crenicichla pydanielae Ploeg, 1991",accepted,senior,original
"Crenicichla santosi Ploeg, 1991",accepted,senior,original
"Crenicichla stocki Ploeg, 1991",accepted,senior,original
"Crenicichla sveni Ploeg, 1991",accepted,senior,original
"Crenicichla tigrina Ploeg, Jégu & Ferreira, 1991",accepted,senior,original
"Crenicichla virgatula Ploeg, 1991",accepted,senior,original
"Crenicichla gaucho Lucena & Kullander, 1992",accepted,senior,original
"Crenicichla igara Lucena & Kullander, 1992",accepted,senior,original
"Crenicichla jurubi Lucena & Kullander, 1992",accepted,senior,original
"Crenicichla minuano Lucena & Kullander, 1992",accepted,senior,original
"Crenicichla missioneira Lucena & Kullander, 1992",accepted,senior,original
"Crenicichla prenda Lucena & Kullander, 1992",accepted,senior,original
"Crenicichla tendybaguassu Lucena & Kullander, 1992",accepted,senior,original
"Crenicichla rosemariae Kullander, 1997",accepted,senior,original
"Crenicichla iguapina Kullander & Lucena, 2006",accepted,senior,original
"Crenicichla maculata Kullander & Lucena, 2006",accepted,senior,original
"Crenicichla tingui Kullander & Lucena, 2006",accepted,senior,original
"Crenicichla yaha Casciotta, Almirón & Gómez, 2006",accepted,senior,original
"Crenicichla empheres Lucena, 2007",accepted,senior,original
"Crenicichla hadrostigma Lucena, 2007",accepted,senior,original
"Crenicichla zebrina Montaña, López-Fernández & Taphorn, 2008",accepted,senior,original
"Crenicichla mandelburgeri Kullander, 2009",accepted,senior,original
"Crenicichla tesay Casciotta & Almirón, 2009",accepted,senior,original
"Crenicichla hu Piálek, ?í?an, Casciotta & Almirón, 2010",accepted,senior,original
"Crenicichla ypo Casciotta, Almirón, Piálek, Gómez & ?í?an, 2010",accepted,senior,original
"Crenicichla chicha Varella, Kullander & Lima, 2012",accepted,senior,original
"Crenicichla gillmorlisi Kullander & Lucena, 2013",accepted,senior,original
"Crenicichla taikyra Casciotta, Almirón, Aichino, Gómez, Piálek & ?í?an, 2013",accepted,senior,original
"Crenicichla lucenai Mattos, Schindler, Ottoni & Cheffe, 2014",accepted,senior,original
"Crenicichla anamiri Ito & Rapp Py-Daniel, 2015",accepted,senior,original
"Crenicichla monicae Kullander & Varella, 2015",accepted,senior,original
"Crenicichla tapii Piálek, Dragová, Casciotta, Almirón & ?í?an, 2015",accepted,senior,original
"Crenicichla tuca Piálek, Dragová, Casciotta, Almirón & ?í?an, 2015",accepted,senior,original
"Crenicichla ploegi Varella, Loeb, Lima & Kullander, 2018",accepted,senior,original
"Astatheros macracanthus (Günther, 1864)",accepted,senior,new
"Heros macracanthus Günther, 1864",synonym,senior,original
"Heros heterodontus Vaillant & Pellegrin, 1902",synonym,junior,original
"Cichlasoma evermanni Meek, 1904",synonym,junior,original
"Cichlasoma meeki Hildebrand, 1925",ambiguous,homonym,original
"Cichlasoma guija Hildebrand, 1934",synonym,junior,original
"Herotilapia multispinosa (Günther, 1867)",accepted,senior,new
"Heros multispinosus Günther, 1867",synonym,senior,original
"Nannacara anomala Regan, 1905",accepted,senior,original
"Nannacara bimaculata Eigenmann, 1912",accepted,senior,original
"Nannacara taenia Regan, 1912",accepted,senior,original
"Nannacara aureocephalus Allgayer, 1983",accepted,senior,original
"Nannacara adoketa Kullander & Prada-Pedreros, 1993",accepted,senior,original
"Nannacara quadrispinae Staeck & Schindler, 2004",accepted,senior,original
"Mikrogeophagus ramirezi (Myers & Harry, 1948)",accepted,senior,new
"Apistogramma ramirezi Myers & Harry, 1948",synonym,senior,original
"Mikrogeophagus altispinosus (Haseman, 1911)",accepted,senior,new
"Crenicara altispinosa Haseman, 1911",synonym,senior,original
"Teleocichla centrarchus Kullander, 1988",accepted,senior,original
"Teleocichla cinderella Kullander, 1988",accepted,senior,original
"Teleocichla gephyrogramma Kullander, 1988",accepted,senior,original
"Teleocichla monogramma Kullander, 1988",accepted,senior,original
"Teleocichla prionogenys Kullander, 1988",accepted,senior,original
"Teleocichla proselytus Kullander, 1988",accepted,senior,original
"Teleocichla centisquama Zuanon & Sazima, 2002",accepted,senior,original
"Teleocichla wajapi Varella & Moreira, 2013",accepted,senior,original
"Teleocichla preta Varella, Zuanon, Kullander & López-Fernández, 2016",accepted,senior,original
"Mazarunia mazarunii Kullander, 1990",accepted,senior,original
"Mazarunia charadrica López-Fernández, Taphorn B. & Liverpool, 2012",accepted,senior,original
"Mazarunia pala López-Fernández, Taphorn B. & Liverpool, 2012",accepted,senior,original
"Congolapia bilineata (Pellegrin, 1900)",accepted,senior,new
"Tilapia bilineata Pellegrin, 1900",synonym,senior,original
"Congolapia crassa (Pellegrin, 1903)",accepted,senior,new
"Tilapia crassa Pellegrin, 1903",synonym,senior,original
"Congolapia louna Dunz, Vreven & Schliewen, 2012",accepted,senior,original
"Chiapaheros grammodes (Taylor & Miller, 1980)",accepted,senior,new
"Cichlasoma grammodes Taylor & Miller, 1980",synonym,senior,original
"Cincelichthys bocourti (Vaillant & Pellegrin, 1902)",accepted,senior,new
"Neetroplus bocourti Vaillant & Pellegrin, 1902",synonym,senior,original
"Cincelichthys pearsei (Hubbs, 1936)",accepted,senior,new
"Herichthys pearsei Hubbs, 1936",synonym,senior,original
"Kihnichthys ufermanni (Allgayer, 2002)",accepted,senior,new
"Vieja ufermanni Allgayer, 2002",synonym,senior,original
"Maskaheros regani (Miller, 1974)",accepted,senior,new
"Cichlasoma regani Miller, 1974",synonym,senior,original
"Maskaheros argenteus (Allgayer, 1991)",accepted,senior,new
"Cichlasoma argentea Allgayer, 1991",synonym,senior,original
"Mesoheros festae (Boulenger, 1899)",accepted,senior,new
"Heros festae Boulenger, 1899",synonym,senior,original
"Mesoheros ornatus (Regan, 1905)",accepted,senior,new
"Cichlosoma ornatum Regan, 1905",synonym,senior,original
"Mesoheros atromaculatus (Regan, 1912)",accepted,senior,new
"Cichlosoma atromaculatum Regan, 1912",synonym,senior,original
"Mesoheros gephyrus (Eigenmann, 1922)",accepted,senior,new
"Cichlasoma ornatum gephyrum Eigenmann, 1922",synonym,senior,original
"Oscura heterospila (Hubbs, 1936)",accepted,senior,new
"Cichlasoma heterospilum Hubbs, 1936",synonym,senior,original
"Rheoheros lentiginosus (Steindachner, 1864)",accepted,senior,new
"Heros lentiginosus Steindachner, 1864",synonym,senior,original
"Theraps rheophilus Seegers & Staeck, 1985",synonym,junior,original
"Rheoheros coeruleus (Stawikowski & Werner, 1987)",accepted,senior,new
"Theraps coeruleus Stawikowski & Werner, 1987",synonym,senior,original
"Rondonacara hoehnei (Miranda Ribeiro, 1918)",accepted,senior,new
"Nannacara hoehnei Miranda Ribeiro, 1918",synonym,senior,original
"Trichromis salvini (Günther, 1862)",accepted,senior,new
"Heros salvini Günther, 1862",synonym,senior,original
"Heros triagramma Steindachner, 1864",synonym,junior,original
"Cichlasoma tenue Meek, 1906",synonym,junior,original
"Chocoheros microlepis (Dahl, 1960)",accepted,senior,new
"Cichlasoma microlepis Dahl, 1960",synonym,senior,original
"Chortiheros wesseli (Miller, 1996)",accepted,senior,new
"Theraps wesseli Miller, 1996",synonym,senior,original
"Cribroheros altifrons (Kner, 1863)",accepted,senior,new
"Heros altifrons Kner, 1863",synonym,senior,original
"Cribroheros longimanus (Günther, 1867)",accepted,senior,new
"Heros longimanus Günther, 1867",synonym,senior,original
"Cichlasoma popenoei Carr & Giovannoli, 1950",synonym,junior,original
"Cribroheros rostratus (Gill, 1877)",accepted,senior,new
"Heros rostratus Gill, 1877",synonym,senior,original
"Cribroheros robertsoni (Regan, 1905)",accepted,senior,new
"Cichlosoma robertsoni Regan, 1905",synonym,senior,original
"Cichlasoma acutum Miller, 1907",synonym,junior,original
"Cribroheros alfari (Meek, 1907)",accepted,senior,new
"Cichlasoma alfari Meek, 1907",synonym,senior,original
"Cichlosoma lethrinus Regan, 1908",synonym,junior,original
"Cichlasoma bouchellei Fowler, 1923",synonym,junior,original
"Cribroheros diquis (Bussing, 1974)",accepted,senior,new
"Cichlasoma diquis Bussing, 1974",synonym,senior,original
"Cribroheros rhytisma (López S., 1983)",accepted,senior,new
"Cichlasoma rhytisma López S., 1983",synonym,senior,original
"Cribroheros bussingi (Loiselle, 1997)",accepted,senior,new
"Amphilophus bussingi Loiselle, 1997",synonym,senior,original
"Darienheros calobrensis (Meek & Hildebrand, 1913)",accepted,senior,new
"Cichlasoma calobrense Meek & Hildebrand, 1913",synonym,senior,original
"Isthmoheros tuyrensis (Meek & Hildebrand, 1913)",accepted,senior,new
"Cichlasoma tuyrense Meek & Hildebrand, 1913",synonym,senior,original
"Kronoheros umbrifer (Meek & Hildebrand, 1913)",accepted,senior,new
"Cichlasoma umbriferum Meek & Hildebrand, 1913",synonym,senior,original
"Mayaheros urophthalmus (Günther, 1862)",accepted,senior,new
"Heros urophthalmus Günther, 1862",synonym,senior,original
"Mayaheros troschelii (Steindachner, 1867)",accepted,senior,new
"Heros troschelii Steindachner, 1867",synonym,senior,original
"Mayaheros beani (Jordan, 1889)",accepted,senior,new
"Heros beani Jordan, 1889",synonym,senior,original
"Mayaheros trispilus (Hubbs, 1935)",accepted,senior,new
"Cichlasoma urophthalmus trispilum Hubbs, 1935",synonym,senior,original
"Mayaheros aguadae (Hubbs, 1936)",accepted,senior,change in rank
"Cichlasoma urophthalmus aguadae Hubbs, 1936",synonym,senior,original
"Mayaheros alborus (Hubbs, 1936)",accepted,senior,new
"Cichlasoma urophthalmus alborum Hubbs, 1936",synonym,senior,original
"Mayaheros amarus (Hubbs, 1936)",accepted,senior,new
"Cichlasoma urophthalmus amarum Hubbs, 1936",synonym,senior,original
"Mayaheros cienagae (Hubbs, 1936)",accepted,senior,new
"Cichlasoma urophthalmus cienagae Hubbs, 1936",synonym,senior,original
"Mayaheros conchitae (Hubbs, 1936)",accepted,senior,new
"Cichlasoma urophthalmus conchitae Hubbs, 1936",synonym,senior,original
"Mayaheros mayorum (Hubbs, 1936)",accepted,senior,new
"Cichlasoma urophthalmus mayorum Hubbs, 1936",synonym,senior,original
"Mayaheros stenozonus (Hubbs, 1936)",accepted,senior,new
"Cichlasoma urophthalmus stenozonum Hubbs, 1936",synonym,senior,original
"Mayaheros zebra (Hubbs, 1936)",accepted,senior,new
"Cichlasoma urophthalmus zebra Hubbs, 1936",synonym,senior,original
"Mayaheros ericymba (Hubbs, 1938)",accepted,senior,new
"Cichlasoma urophthalmus ericymba Hubbs, 1938",synonym,senior,original
"Talamancaheros sieboldii (Kner, 1863)",accepted,senior,new
"Heros sieboldii Kner, 1863",synonym,senior,original
"Talamancaheros underwoodi (Regan, 1906)",accepted,senior,new
"Herichthys underwoodi Regan, 1906",synonym,senior,original
"Cichlasoma punctatum Meek, 1909",synonym,junior,original
"Cichlasoma frontale Meek, 1909",synonym,junior,original
"Theraps terrabae Jordan & Evermann, 1927",synonym,junior,original
"Wajpamheros nourissati (Allgayer, 1989)",accepted,senior,new
"Theraps nourissati Allgayer, 1989",synonym,senior,original
"Astronotus ocellatus (Agassiz, 1831)",accepted,senior,new
"Lobotes ocellatus Agassiz, 1831",synonym,senior,original
"Cychla rubroocellata Jardine & Schomburgk, 1843",synonym,junior,original
"Acara compressus Cope, 1872",synonym,junior,original
"Acara hyposticta Cope, 1878",synonym,junior,original
"Astronotus ocellatus zebra Pellegrin, 1904",synonym,junior,original
"Astronotus orbiculatus Haseman, 1911",synonym,junior,original
"Astronotus crassipinnis (Heckel, 1840)",accepted,senior,new
"Acara crassipinnis Heckel, 1840",synonym,senior,original
"Astronotus mikoljii Lozano, Lasso-Alcalá, Bittencourt, Taphorn, Perez & Farias, 2022",accepted,senior,original
"Chaetobranchus flavescens Heckel, 1840",accepted,senior,original
"Chaetobranchus bruneus Heckel, 1840",synonym,junior,original
"Centrarchus cyanopterus Jardine & Schomburgk, 1843",synonym,junior,original
"Chromys ucayalensis Castelnau, 1855",synonym,junior,original
"Chaetobranchus robustus Günther, 1862",synonym,junior,original
"Geophagus badiipinnis Cope, 1872",synonym,junior,original
"Chaetobranchus semifasciatus Steindachner, 1875",accepted,senior,original
"Chaetobranchopsis orbicularis (Steindachner, 1875)",accepted,senior,new
"Chaetobranchus orbicularis Steindachner, 1875",synonym,senior,original
"Chaetobranchopsis bitaeniatus Ahl, 1936",synonym,junior,original
"Chaetobranchopsis australis Eigenmann & Ward, 1907",accepted,senior,original
"Chaetobranchopsis australe Eigenmann & Ward, 1907",synonym,senior,original
"Cichlasoma bimaculatum (Linnaeus, 1758)",accepted,senior,new
"Labrus bimaculatus Linnaeus, 1758",synonym,senior,original
"Acara gronovii Heckel, 1840",synonym,junior,original
"Sparus filamentosus Gronow, 1854",synonym,junior,original
"Cichlasoma taenia (Bennett, 1831)",accepted,senior,new
"Chromis taenia Bennett, 1831",synonym,senior,original
"Cichlasoma dimerus (Heckel, 1840)",accepted,senior,new
"Acara dimerus Heckel, 1840",synonym,senior,original
"Acara marginatus Heckel, 1840",synonym,junior,original
"Heros centralis Holmberg, 1891",ambiguous,questionable,original
"Cichlasoma trimaculatum (Günther, 1867)",accepted,senior,new
"Heros trimaculatus Günther, 1867",synonym,senior,original
"Cichlasoma mojarra Meek, 1904",synonym,junior,original
"Cichlasoma centrale Meek, 1906",synonym,junior,original
"Cichlasoma gordonsmithi Fowler, 1936",synonym,junior,original
"Cichlasoma cajali Álvarez & Gutierrez, 1953",synonym,junior,original
"Cichlasoma portalegrense (Hensel, 1870)",accepted,senior,new
"Acara portalegrensis Hensel, 1870",synonym,senior,original
"Cichlasoma istlanum (Jordan & Snyder, 1899)",accepted,senior,new
"Heros istlanus Jordan & Snyder, 1899",synonym,senior,original
"Heros mento Vaillant & Pellegrin, 1902",ambiguous,questionable,original
"Cichlasoma leonhardschultzei Ahl, 1935",synonym,junior,original
"Cichlasoma istlana fusca de Buen, 1946",synonym,junior,original
"Cichlasoma geddesi (Regan, 1905)",accepted,senior,new
"Herichthys geddesi Regan, 1905",synonym,senior,original
"Cichlasoma amazonarum Kullander, 1983",accepted,senior,original
"Cichlasoma araguaiense Kullander, 1983",accepted,senior,original
"Cichlasoma boliviense Kullander, 1983",accepted,senior,original
"Cichlasoma orientale Kullander, 1983",accepted,senior,original
"Cichlasoma orinocense Kullander, 1983",accepted,senior,original
"Cichlasoma paranaense Kullander, 1983",accepted,senior,original
"Cichlasoma pusillum Kullander, 1983",accepted,senior,original
"Cichlasoma sanctifranciscense Kullander, 1983",accepted,senior,original
"Cichlasoma zarskei Ottoni, 2011",accepted,senior,original
"Heros severus Heckel, 1840",accepted,senior,original
"Heros efasciatus Heckel, 1840",accepted,senior,original
"Chromys appendiculata Castelnau, 1855",synonym,junior,original
"Chromys fasciata Castelnau, 1855",synonym,junior,original
"Uarus centrarchoides Cope, 1872",synonym,junior,original
"Cichlasoma severum perpunctatum Miranda Ribeiro, 1918",synonym,junior,original
"Heros spurius Heckel, 1840",accepted,senior,original
"Heros coryphaeus Heckel, 1840",synonym,junior,original
"Heros modestus Heckel, 1840",synonym,junior,original
"Heros notatus (Jardine, 1843)",accepted,senior,new
"Centrarchus notatus Jardine, 1843",synonym,senior,original
"Heros liberifer Staeck & Schindler, 2015",accepted,senior,original
"Pterophyllum scalare (Schultze, 1823)",accepted,senior,new
"Zeus scalaris Schultze, 1823",synonym,senior,original
"Platax scalaris Cuvier, 1831",synonym,junior,original
"Plataxoides dumerilii Castelnau, 1855",synonym,junior,original
"Pterophyllum eimekei Ahl, 1928",synonym,junior,original
"Pterophyllum altum Pellegrin, 1903",accepted,senior,original
"Pterophyllum leopoldi (Gosse, 1963)",accepted,senior,new
"Plataxoides leopoldi Gosse, 1963",synonym,senior,original
"Symphysodon discus Heckel, 1840",accepted,senior,original
"Symphysodon discus willischwartzi Burgess, 1981",synonym,junior,original
"Symphysodon aequifasciatus Pellegrin, 1904",accepted,senior,change in rank
"Symphysodon discus var. aequifasciata Pellegrin, 1904",synonym,senior,original
"Symphysodon aequifasciata haraldi Schultz, 1960",synonym,junior,original
"Symphysodon aequifasciata axelrodi Schultz, 1960",synonym,junior,original
"Symphysodon tarzoo Lyons, 1959",accepted,senior,change in rank
"Symphysodon discus tarzoo Lyons, 1959",synonym,senior,original
"Uaru amphiacanthoides Heckel, 1840",accepted,senior,original
"Pomotis fasciatus Jardine, 1843",synonym,junior,original
"Uaru obscurum Günther, 1862",synonym,junior,original
"Acara imperialis Steindachner, 1879",synonym,junior,original
"Uaru fernandezyepezi Stawikowski, 1989",accepted,senior,original
"Herichthys cyanoguttatus Baird & Girard, 1854",accepted,senior,original
"Heros pavonaceus Garman, 1881",synonym,junior,original
"Parapetenia cyanostigma Hernandez-Rolon, 1990",synonym,junior,original
"Herichthys deppii (Heckel, 1840)",accepted,senior,new
"Heros deppii Heckel, 1840",synonym,senior,original
"Heros montezuma Heckel, 1840",synonym,junior,original
"Herichthys carpintis (Jordan & Snyder, 1899)",accepted,senior,new
"Neetroplus carpintis Jordan & Snyder, 1899",synonym,senior,original
"Cichlosoma laurae Regan, 1908",synonym,junior,original
"Herichthys teporatus (Fowler, 1903)",accepted,senior,new
"Heros teporatus Fowler, 1903",synonym,senior,original
"Herichthys minckleyi (Kornfield & Taylor, 1983)",accepted,senior,new
"Cichlasoma minckleyi Kornfield & Taylor, 1983",synonym,senior,original
"Herichthys tamasopoensis Artigas Azas, 1993",accepted,senior,original
"Herichthys tepehua De la Maza-Benignos, Ornelas-García, Lozano-Vilano, García-Ramírez & Doadrio, 2014",accepted,senior,original
"Amphilophus labiatus (Günther, 1864)",accepted,senior,new
"Heros labiatus Günther, 1864",synonym,senior,original
"Amphilophus froebelii Agassiz, 1859",ambiguous,other,original
"Heros erythraeus Günther, 1867",synonym,junior,original
"Heros lobochilus Günther, 1867",synonym,junior,original
"Cichlasoma dorsatum Meek, 1907",synonym,junior,original
"Amphilophus margaritifer (Günther, 1862)",accepted,senior,new
"Heros margaritifer Günther, 1862",synonym,senior,original
"Amphilophus citrinellus (Günther, 1864)",accepted,senior,new
"Heros citrinellus Günther, 1864",synonym,senior,original
"Heros basilaris Gill, 1877",synonym,junior,original
"Cichlasoma granadense Meek, 1907",synonym,junior,original
"Amphilophus hogaboomorum (Carr & Giovannoli, 1950)",accepted,senior,new
"Cichlasoma hogaboomorum Carr & Giovannoli, 1950",synonym,senior,original
"Amphilophus lyonsi (Gosse, 1966)",accepted,senior,new
"Cichlasoma lyonsi Gosse, 1966",synonym,senior,original
"Amphilophus zaliosus (Barlow, 1976)",accepted,senior,new
"Cichlasoma zaliosum Barlow, 1976",synonym,senior,original
"Amphilophus amarillo Stauffer & McKaye, 2002",accepted,senior,original
"Amphilophus sagittae Stauffer & McKaye, 2002",accepted,senior,original
"Amphilophus xiloaensis Stauffer & McKaye, 2002",accepted,senior,original
"Amphilophus astorquii Stauffer, McCrary & Black, 2008",accepted,senior,original
"Amphilophus chancho Stauffer, McCrary & Black, 2008",accepted,senior,original
"Amphilophus flaveolus Stauffer, McCrary & Black, 2008",accepted,senior,original
"Amphilophus globosus Geiger, McCrary & Stauffer, 2010",accepted,senior,original
"Amphilophus supercilius Geiger, McCrary & Stauffer, 2010",accepted,senior,original
"Amphilophus tolteca Recknagel, Kusche, Elmer & Meyer, 2013",accepted,senior,original
"Amphilophus viridis Rechnagel, Kusche, Elmer & Meyer, 2013",accepted,senior,original
"Hypsophrys nicaraguensis (Günther, 1864)",accepted,senior,new
"Heros nicaraguensis Günther, 1864",synonym,senior,original
"Hypsophrys unimaculatus Agassiz, 1859",ambiguous,other,original
"Heros balteatus Gill, 1877",synonym,junior,original
"Cichlasoma spilotum Meek, 1912",synonym,junior,original
"Hypsophrys nematopus (Günther, 1867)",accepted,senior,new
"Neetroplus nematopus Günther, 1867",synonym,senior,original
"Neetroplus nicaraguensis Gill, 1877",synonym,junior,original
